gene_id	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status
LITCHI020298	4929	4929	4929	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020299	1731	1731	1716	1.00000000	0.99133449	PASS	0		PASS	PASS
LITCHI020300	2071	2071	2071	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020301	6344	6344	6344	1.00000000	1.00000000	PASS	1	LITCHI020302	FAIL	FAIL
LITCHI020302	3328	3328	3328	1.00000000	1.00000000	PASS	1	LITCHI020301	FAIL	FAIL
LITCHI020303	369	369	369	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020304	306	306	105	1.00000000	0.34313725	FAIL	0		PASS	FAIL
LITCHI020305	1516	1516	1508	1.00000000	0.99472296	PASS	0		PASS	PASS
LITCHI020306	3831	3831	3831	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020307	957	957	957	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020308	1061	1061	1061	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020309	945	945	945	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020310	1039	1039	1039	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020311	1219	1219	1219	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020312	1820	1820	1820	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020313	2297	2297	2258	1.00000000	0.98302133	PASS	0		PASS	PASS
LITCHI020314	2421	2421	2421	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020315	879	879	879	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020316	4314	4314	4314	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020317	4055	4055	4055	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020318	1446	1446	1446	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020319	3208	3208	3208	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020320	276	276	276	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020321	1351	1351	1351	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020322	1199	1199	1199	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020323	210	210	210	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020324	4118	4118	4118	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020325	3892	3892	3270	1.00000000	0.84018499	PASS	0		PASS	PASS
LITCHI020326	309	309	309	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020327	5123	5123	3828	1.00000000	0.74721843	FAIL	0		PASS	FAIL
LITCHI020328	1229	1229	1229	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020329	1947	1947	1466	1.00000000	0.75295326	FAIL	0		PASS	FAIL
LITCHI020330	2645	2645	2164	1.00000000	0.81814745	PASS	0		PASS	PASS
LITCHI020331	1221	1221	1221	1.00000000	1.00000000	PASS	1	LITCHI020332	FAIL	FAIL
LITCHI020332	9492	9492	9289	1.00000000	0.97861357	PASS	2	LITCHI020331;LITCHI020333	FAIL	FAIL
LITCHI020333	3869	3869	3666	1.00000000	0.94753166	PASS	1	LITCHI020332	FAIL	FAIL
LITCHI020334	6830	6830	6830	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020335	816	816	816	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020336	1624	1624	1624	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020337	2468	2468	2468	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020338	1785	1785	1785	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020339	675	675	675	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020340	210	210	210	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020341	4211	4211	4211	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020342	916	916	916	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020343	1760	1760	1760	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020344	3846	3846	3846	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020345	4376	4376	1165	1.00000000	0.26622486	FAIL	0		PASS	FAIL
LITCHI020346	561	561	561	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020347	2213	2213	2213	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020348	4864	4864	4864	1.00000000	1.00000000	PASS	1	LITCHI020349	FAIL	FAIL
LITCHI020349	804	804	804	1.00000000	1.00000000	PASS	1	LITCHI020348	FAIL	FAIL
LITCHI020350	4324	4324	4324	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020351	210	210	210	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020352	3373	3373	2811	1.00000000	0.83338275	PASS	0		PASS	PASS
LITCHI020353	756	756	756	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020354	2928	2928	2928	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020355	1118	1118	1118	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020356	932	932	932	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020357	3625	3625	3625	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020358	4359	4359	4359	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020359	2307	2307	2307	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020360	909	909	909	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020361	462	462	462	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020362	1383	1383	1150	1.00000000	0.83152567	PASS	0		PASS	PASS
LITCHI020363	549	549	549	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020364	2154	2154	2154	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020365	318	318	318	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020366	566	566	566	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020367	3980	3980	3980	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020368	5119	5119	5119	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020369	300	300	300	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020370	4660	4660	4660	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020371	3429	3429	3429	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020372	3271	3271	3271	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020373	195	195	195	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020374	741	741	741	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020375	2616	2616	2616	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020376	3671	3671	3671	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020377	1156	1156	1156	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020378	4334	4334	4305	1.00000000	0.99330872	PASS	0		PASS	PASS
LITCHI020379	516	516	516	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020380	5292	5292	5272	1.00000000	0.99622071	PASS	1	LITCHI020381	FAIL	FAIL
LITCHI020381	3967	3967	3947	1.00000000	0.99495841	PASS	1	LITCHI020380	FAIL	FAIL
LITCHI020382	576	576	576	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020383	2262	2262	2262	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020384	1899	1899	1899	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020385	10304	10304	10304	1.00000000	1.00000000	PASS	1	LITCHI020386	FAIL	FAIL
LITCHI020386	5214	5214	5214	1.00000000	1.00000000	PASS	1	LITCHI020385	FAIL	FAIL
LITCHI020387	3549	3549	3549	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020388	342	342	200	1.00000000	0.58479532	FAIL	0		PASS	FAIL
LITCHI020389	756	756	522	1.00000000	0.69047619	FAIL	0		PASS	FAIL
LITCHI020390	999	999	940	1.00000000	0.94094094	PASS	0		PASS	PASS
LITCHI020391	846	846	840	1.00000000	0.99290780	PASS	0		PASS	PASS
LITCHI020392	354	354	354	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020393	474	474	474	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020394	420	420	420	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020395	192	192	178	1.00000000	0.92708333	PASS	0		PASS	PASS
LITCHI020396	186	186	86	1.00000000	0.46236559	FAIL	0		PASS	FAIL
LITCHI020397	390	390	98	1.00000000	0.25128205	FAIL	0		PASS	FAIL
LITCHI020398	1579	1579	1579	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020399	201	201	201	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020400	1568	1568	1568	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020401	2058	2058	2058	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020402	6232	6232	6232	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020403	492	492	492	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020404	2791	2791	2791	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020405	4063	4063	4063	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020406	3612	3612	3612	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020407	1090	1090	1090	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020408	2175	2175	2175	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020409	3197	3197	3197	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020410	2275	2275	2250	1.00000000	0.98901099	PASS	0		PASS	PASS
LITCHI020411	767	767	691	1.00000000	0.90091265	PASS	0		PASS	PASS
LITCHI020412	1107	1107	1107	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020413	738	738	738	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020414	4454	4454	4454	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020415	336	336	336	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020416	2689	2689	2689	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020417	542	542	542	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020418	1523	1523	1523	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020419	732	732	732	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020420	1877	1877	1877	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020421	2645	2645	2645	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020422	528	528	298	1.00000000	0.56439394	FAIL	0		PASS	FAIL
LITCHI020423	845	845	567	1.00000000	0.67100592	FAIL	0		PASS	FAIL
LITCHI020424	1105	1105	1105	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020425	2289	2289	2289	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020426	6870	6870	6870	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020427	2396	2396	2396	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020428	939	939	939	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020429	742	742	268	1.00000000	0.36118598	FAIL	0		PASS	FAIL
LITCHI020430	2645	2645	2631	1.00000000	0.99470699	PASS	0		PASS	PASS
LITCHI020431	345	345	345	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020432	1160	1160	1160	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020433	3281	3281	3281	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020434	1803	1803	1803	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020435	3114	3114	3114	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020436	2163	2163	2163	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020437	4292	4292	4292	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020438	5111	5111	5111	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020439	1358	1358	1358	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020440	2465	2465	2465	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020441	687	687	521	1.00000000	0.75836972	FAIL	0		PASS	FAIL
LITCHI020442	1357	1357	884	1.00000000	0.65143699	FAIL	0		PASS	FAIL
LITCHI020443	2101	2101	1603	1.00000000	0.76297001	FAIL	0		PASS	FAIL
LITCHI020444	231	231	20	1.00000000	0.08658009	FAIL	0		PASS	FAIL
LITCHI020445	591	591	88	1.00000000	0.14890017	FAIL	0		PASS	FAIL
LITCHI020446	1462	1462	392	1.00000000	0.26812585	FAIL	0		PASS	FAIL
LITCHI020447	1444	1444	251	1.00000000	0.17382271	FAIL	0		PASS	FAIL
LITCHI020448	1783	1783	306	1.00000000	0.17162086	FAIL	0		PASS	FAIL
LITCHI020449	2824	2824	1116	1.00000000	0.39518414	FAIL	0		PASS	FAIL
LITCHI020450	5418	5418	4606	1.00000000	0.85012920	PASS	0		PASS	PASS
LITCHI020451	2831	2831	2831	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020452	1958	1958	240	1.00000000	0.12257406	FAIL	0		PASS	FAIL
LITCHI020453	2205	2205	367	1.00000000	0.16643991	FAIL	0		PASS	FAIL
LITCHI020454	4553	4553	235	1.00000000	0.05161432	FAIL	0		PASS	FAIL
LITCHI020455	3267	3267	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI020456	831	831	193	1.00000000	0.23225030	FAIL	0		PASS	FAIL
LITCHI020457	2453	2453	985	1.00000000	0.40154912	FAIL	1	LITCHI020458	FAIL	FAIL
LITCHI020458	8034	8034	7358	1.00000000	0.91585761	PASS	2	LITCHI020457;LITCHI020459	FAIL	FAIL
LITCHI020459	1013	1013	1013	1.00000000	1.00000000	PASS	1	LITCHI020458	FAIL	FAIL
LITCHI020460	3188	3188	3188	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020461	198	198	189	1.00000000	0.95454545	PASS	0		PASS	PASS
LITCHI020462	3824	3824	3824	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020463	11851	11851	11851	1.00000000	1.00000000	PASS	2	LITCHI020464;LITCHI020465	FAIL	FAIL
LITCHI020464	2223	2223	2223	1.00000000	1.00000000	PASS	1	LITCHI020463	FAIL	FAIL
LITCHI020465	213	213	213	1.00000000	1.00000000	PASS	1	LITCHI020463	FAIL	FAIL
LITCHI020466	2754	2754	2754	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020467	435	435	262	1.00000000	0.60229885	FAIL	0		PASS	FAIL
LITCHI020468	198	198	68	1.00000000	0.34343434	FAIL	0		PASS	FAIL
LITCHI020469	3267	3267	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI020470	4757	4757	418	1.00000000	0.08787051	FAIL	0		PASS	FAIL
LITCHI020471	1523	1523	1523	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020472	1425	1425	1425	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020473	1979	1979	1979	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020474	1331	1331	1331	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020475	5800	5800	5800	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020476	3719	3719	3719	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020477	5534	5534	5534	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020478	522	522	522	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020479	180	180	180	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020480	5654	5654	5654	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020481	12482	12482	12482	1.00000000	1.00000000	PASS	2	LITCHI020482;LITCHI020483	FAIL	FAIL
LITCHI020482	540	540	540	1.00000000	1.00000000	PASS	1	LITCHI020481	FAIL	FAIL
LITCHI020483	2572	2572	2572	1.00000000	1.00000000	PASS	1	LITCHI020481	FAIL	FAIL
LITCHI020484	3116	3116	314	1.00000000	0.10077022	FAIL	0		PASS	FAIL
LITCHI020485	2533	2533	2533	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020486	4427	4427	4427	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020487	1249	1249	1249	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020488	4164	4164	4164	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020489	5150	5150	5150	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020490	3176	3176	3176	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020491	1772	1772	1772	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020492	5035	5035	5035	1.00000000	1.00000000	PASS	1	LITCHI020493	FAIL	FAIL
LITCHI020493	3669	3669	3669	1.00000000	1.00000000	PASS	1	LITCHI020492	FAIL	FAIL
LITCHI020494	558	558	558	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020495	5839	5839	5839	1.00000000	1.00000000	PASS	2	LITCHI020496;LITCHI020497	FAIL	FAIL
LITCHI020496	2325	2325	2325	1.00000000	1.00000000	PASS	1	LITCHI020495	FAIL	FAIL
LITCHI020497	4784	4784	4784	1.00000000	1.00000000	PASS	1	LITCHI020495	FAIL	FAIL
LITCHI020498	2132	2132	2132	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020499	6060	6060	6060	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020500	720	720	720	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020501	644	644	644	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020502	3330	3330	3330	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020503	1480	1480	1480	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020504	2469	2469	2469	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020505	8221	8221	8221	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020506	2625	2625	2625	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020507	2530	2530	2530	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020508	4505	4505	4505	1.00000000	1.00000000	PASS	1	LITCHI020509	FAIL	FAIL
LITCHI020509	4829	4829	4829	1.00000000	1.00000000	PASS	1	LITCHI020508	FAIL	FAIL
LITCHI020510	2362	2362	2362	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020511	1107	1107	1107	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020512	4204	4204	4196	1.00000000	0.99809705	PASS	0		PASS	PASS
LITCHI020513	8957	8957	8957	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020514	2552	2552	2552	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020515	2661	2661	2507	1.00000000	0.94212702	PASS	0		PASS	PASS
LITCHI020516	3231	3231	3231	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020517	2428	2428	2428	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020518	3696	3696	3696	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020519	1349	1349	1349	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020520	4478	4478	4478	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020521	3108	3108	3108	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020522	3035	3035	3035	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020523	1009	1009	1009	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020524	285	285	285	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020525	3652	3652	3652	1.00000000	1.00000000	PASS	1	LITCHI020526	FAIL	FAIL
LITCHI020526	618	618	618	1.00000000	1.00000000	PASS	1	LITCHI020525	FAIL	FAIL
LITCHI020527	3871	3871	3871	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020528	635	635	635	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020529	306	306	306	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020530	972	972	972	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020531	1437	1437	1437	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020532	1092	1092	1092	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020533	810	810	810	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020534	3817	3817	3817	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020535	2839	2839	2839	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020536	816	816	816	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020537	7194	7194	7194	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020538	3269	3269	3269	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020539	450	450	450	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020540	1280	1280	1280	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020541	2275	2275	2275	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020542	2327	2327	2327	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020543	4991	4991	4991	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020544	570	570	570	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020545	5292	5292	5292	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020546	3707	3707	3707	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020547	2847	2847	2233	1.00000000	0.78433439	FAIL	0		PASS	FAIL
LITCHI020548	6605	6605	6605	1.00000000	1.00000000	PASS	1	LITCHI020549	FAIL	FAIL
LITCHI020549	7332	7332	7332	1.00000000	1.00000000	PASS	1	LITCHI020548	FAIL	FAIL
LITCHI020550	8328	8328	8133	1.00000000	0.97658501	PASS	0		PASS	PASS
LITCHI020551	2343	2343	2343	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020552	276	276	276	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020553	858	858	858	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020554	1542	1542	1542	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020555	2100	2100	2100	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020556	1792	1792	1629	1.00000000	0.90904018	PASS	0		PASS	PASS
LITCHI020557	947	947	947	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020558	2063	2063	2063	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020559	743	743	743	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020560	3248	3248	3248	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020561	4245	4245	4245	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020562	3422	3422	3422	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020563	492	492	492	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020564	4246	4246	4246	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020565	3355	3355	3355	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020566	1792	1792	1792	1.00000000	1.00000000	PASS	1	LITCHI020567	FAIL	FAIL
LITCHI020567	5911	5911	5911	1.00000000	1.00000000	PASS	2	LITCHI020566;LITCHI020568	FAIL	FAIL
LITCHI020568	264	264	264	1.00000000	1.00000000	PASS	1	LITCHI020567	FAIL	FAIL
LITCHI020569	1671	1671	1671	1.00000000	1.00000000	PASS	1	LITCHI020570	FAIL	FAIL
LITCHI020570	5411	5411	5014	1.00000000	0.92663094	PASS	3	LITCHI020569;LITCHI020571;LITCHI020572	FAIL	FAIL
LITCHI020571	426	426	209	1.00000000	0.49061033	FAIL	1	LITCHI020570	FAIL	FAIL
LITCHI020572	2918	2918	2918	1.00000000	1.00000000	PASS	1	LITCHI020570	FAIL	FAIL
LITCHI020573	1389	1389	1389	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020574	501	501	501	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020575	2699	2699	2699	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020576	3141	3141	3141	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020577	591	591	591	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020578	3236	3236	3236	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020579	7886	7886	7886	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020580	4352	4352	4095	1.00000000	0.94094669	PASS	0		PASS	PASS
LITCHI020581	2653	2653	2653	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020582	1096	1096	1096	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020583	1173	1173	1173	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020584	2373	2373	2373	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020585	5424	5424	5424	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020586	16853	16853	16853	1.00000000	1.00000000	PASS	1	LITCHI020587	FAIL	FAIL
LITCHI020587	792	792	792	1.00000000	1.00000000	PASS	1	LITCHI020586	FAIL	FAIL
LITCHI020588	1561	1561	1561	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020589	2962	2962	2795	1.00000000	0.94361918	PASS	0		PASS	PASS
LITCHI020590	5853	5853	5853	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020591	1393	1393	1393	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020592	2128	2128	2128	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020593	1249	1249	1249	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020594	10412	10412	10206	1.00000000	0.98021514	PASS	0		PASS	PASS
LITCHI020595	1336	1336	1336	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020596	969	969	969	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020597	3524	3524	3524	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020598	5162	5162	5162	1.00000000	1.00000000	PASS	1	LITCHI020599	FAIL	FAIL
LITCHI020599	5224	5224	5224	1.00000000	1.00000000	PASS	1	LITCHI020598	FAIL	FAIL
LITCHI020600	1020	1020	1020	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020601	1326	1326	1326	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020602	2124	2124	2124	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020603	1612	1612	1612	1.00000000	1.00000000	PASS	1	LITCHI020604	FAIL	FAIL
LITCHI020604	4487	4487	4487	1.00000000	1.00000000	PASS	1	LITCHI020603	FAIL	FAIL
LITCHI020605	309	309	309	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020606	3233	3233	3233	1.00000000	1.00000000	PASS	1	LITCHI020607	FAIL	FAIL
LITCHI020607	3831	3831	3831	1.00000000	1.00000000	PASS	1	LITCHI020606	FAIL	FAIL
LITCHI020608	2408	2408	286	1.00000000	0.11877076	FAIL	0		PASS	FAIL
LITCHI020609	3749	3749	0	1.00000000	0.00000000	FAIL	1	LITCHI020610	FAIL	FAIL
LITCHI020610	14328	14328	1761	1.00000000	0.12290620	FAIL	2	LITCHI020609;LITCHI020612	FAIL	FAIL
LITCHI020611	2409	2409	287	1.00000000	0.11913657	FAIL	0		PASS	FAIL
