gene_id	canonical_transcript_id	protein_length	protein_md5	swissprot_accession	swissprot_description	swissprot_query_coverage	rice_ortholog_accession	rice_query_coverage	pfam_accessions	interpro_accessions	architecture_union_coverage	interpro_status	swissprot_evidence_pass	rice_rbh_evidence_pass	interpro_pfam_evidence_pass	annotation_evidence_classes	annotation_evidence_class_count	maximum_supported_sequence_coverage	architecture_conflict_status	high_confidence_annotation	reported_function	annotation_status	annotation_failure
LITCHI020058	LITCHI020058.m4	513	245aaeb26e1538e56689f2da4b6ef788								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI020557	LITCHI020557.m1	95	905240e9bc2e7bb97530400637c01b57								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI020645	LITCHI020645.m1	368	137012be6e577db20d9d562c6a9814e3	Q7ZVZ7	Alpha/beta hydrolase domain-containing protein 17C	0.717391304347826	Q2QTQ5	0.758			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.758	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Alpha/beta hydrolase domain-containing protein 17C	FAMILY_LEVEL_FUNCTION	False
LITCHI020862	LITCHI020862.m1	821	d53a189a86debc2b27868160999f1eec	F4JFJ3	Probable ATP-dependent helicase At3g02060, chloroplastic	0.9415347137637028					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9415347137637028	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable ATP-dependent helicase At3g02060, chloroplastic	FAMILY_LEVEL_FUNCTION	False
LITCHI021120	LITCHI021120.m1	533	ed7b6b543314db641e20ead21fea476b	Q9SKT6	Probable galacturonosyltransferase 10	1.0056285178236397	Q7XQR7	0.989			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0056285178236397	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable galacturonosyltransferase 10	FAMILY_LEVEL_FUNCTION	False
LITCHI021264	LITCHI021264.m1	78	39ee5228a4b950444c3552c032823ba9	Q9LNI5	MYB-like transcription factor ETC1	0.7692307692307693					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7692307692307693	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	MYB-like transcription factor ETC1	FAMILY_LEVEL_FUNCTION	False
LITCHI021309	LITCHI021309.m1	170	481395a78bcf278a56468acd331d6d4c								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI021546	LITCHI021546.m2	1163	ca0f5e7fce946f96243180c79fb59d09	F4JRF5	Homeobox-DDT domain protein RLT3	1.0120378331900257	Q688X7	0.712			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0120378331900257	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Homeobox-DDT domain protein RLT3	FAMILY_LEVEL_FUNCTION	False
LITCHI021650	LITCHI021650.m3	273	e875b408e5e1159014b268085ec52ba4								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI021828	LITCHI021828.m1	160	e20f0f14844bb8ec416f4158ac21254b								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI021860	LITCHI021860.m1	582	072be087b77090ed70f79078b417ad93	Q9SGW8	Phosphatidylinositol 4-kinase gamma 2	1.0034364261168385	A0A0P0WRL6	0.947			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0034364261168385	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Phosphatidylinositol 4-kinase gamma 2	FAMILY_LEVEL_FUNCTION	False
LITCHI021914	LITCHI021914.m1	289	43edde0b46662ea8da5ef77faed92d59	Q8LAP8	Dof zinc finger protein DOF4.6	1.2006920415224913	Q9SXG8	0.997			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.2006920415224913	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Dof zinc finger protein DOF4.6	FAMILY_LEVEL_FUNCTION	False
LITCHI022018	LITCHI022018.m1	453	70ddae7a138c47efac0410d5d0ec5639	Q9SH58	Probable membrane-associated kinase regulator 2	0.6931567328918322					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.6931567328918322	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable membrane-associated kinase regulator 2	UNANNOTATED	False
LITCHI022605	LITCHI022605.m1	882	ec96fec158224f253e22423b28bebd88	Q84W56	Ribonuclease J	0.9988662131519275					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9988662131519275	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Ribonuclease J	FAMILY_LEVEL_FUNCTION	False
LITCHI022789	LITCHI022789.m1	245	7e5fcdb190ed9794ecc721cc8be0cdd0	Q94EI3	Peroxisome biogenesis protein 19-2	1.0040816326530613	A0A0N7KFT8	0.971			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0040816326530613	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Peroxisome biogenesis protein 19-2	FAMILY_LEVEL_FUNCTION	False
LITCHI022817	LITCHI022817.m1	182	d3c94b2d65bf8e4fff3a39efb60dc1d6	Q9SUW2	Adenine phosphoribosyltransferase 3	0.9615384615384616	Q8H534	0.967			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.967	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Adenine phosphoribosyltransferase 3	FAMILY_LEVEL_FUNCTION	False
LITCHI023078	LITCHI023078.m1	764	2044db48cdb4d1483e2905195f520a8a	Q8W3Z1	Beta-amyrin synthase	0.993455497382199					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.993455497382199	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Beta-amyrin synthase	FAMILY_LEVEL_FUNCTION	False
LITCHI023108	LITCHI023108.m1	521	e26fc9f8327978a3c39376c1fe7888f0	Q9LV33	Beta-glucosidase 44	0.9155470249520153	Q5QMT0	0.906			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9155470249520153	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Beta-glucosidase 44	FAMILY_LEVEL_FUNCTION	False
LITCHI023124	LITCHI023124.m1	908	ab38013312e0566f4b107947ffdadc57	Q9FHB6	Protein DETOXIFICATION 16	0.5165198237885462					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.5165198237885462	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein DETOXIFICATION 16	UNANNOTATED	False
LITCHI023129	LITCHI023129.m1	1187	215a509849db0261805cf7b702f9abd3	F4HYJ7	DExH-box ATP-dependent RNA helicase DExH3	1.0033698399326032					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0033698399326032	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	DExH-box ATP-dependent RNA helicase DExH3	FAMILY_LEVEL_FUNCTION	False
LITCHI023296	LITCHI023296.m1	479	100eb01f660c620d3aa596e763347a46	Q6VAA5	UDP-glycosyltransferase 89B2	0.9916492693110647	Q5VN44	0.965			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9916492693110647	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	UDP-glycosyltransferase 89B2	FAMILY_LEVEL_FUNCTION	False
LITCHI023464	LITCHI023464.m1	241	98df98234274fde94c0384d5b234697c	Q9XFI1	Thioredoxin-like 1-2, chloroplastic	0.8672199170124482					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.8672199170124482	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Thioredoxin-like 1-2, chloroplastic	FAMILY_LEVEL_FUNCTION	False
LITCHI023626	LITCHI023626.m1	167	1ff98f8cc66f41b59f38488a4ded7c5d								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI024578	LITCHI024578.m1	327	75e7a28e9fc21b3a33b5f100ae92b118	Q681X4	Zinc finger protein ZAT5	0.9938837920489296					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9938837920489296	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Zinc finger protein ZAT5	FAMILY_LEVEL_FUNCTION	False
LITCHI024820	LITCHI024820.m1	525	ae75a80f5a7fe9a11689ff7f27132465	Q9SIB2	3-ketoacyl-CoA synthase 12	0.9047619047619048					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9047619047619048	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	3-ketoacyl-CoA synthase 12	FAMILY_LEVEL_FUNCTION	False
LITCHI025047	LITCHI025047.m1	164	7f0f68256677c78cffc28abf0ab496a1				Q10NL7	0.97			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	True	False	one-to-one reciprocal-best Oryza ortholog	1	0.97	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	family of Oryza ortholog Q10NL7	FAMILY_LEVEL_FUNCTION	False
LITCHI025204	LITCHI025204.m2	226	d3cc5873054bdf6c6b2bedc3f0160cd8								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI025238	LITCHI025238.m1	764	b820457bbea1d2b3eecc589f174e93e3	Q8W3Z1	Beta-amyrin synthase	0.993455497382199					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.993455497382199	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Beta-amyrin synthase	FAMILY_LEVEL_FUNCTION	False
LITCHI025608	LITCHI025608.m1	1382	beb792b7bef05d6ee31c75e7d23df961								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI025819	LITCHI025819.m1	244	2925bdbe31c579de8af6254e02f536f6								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI025875	LITCHI025875.m1	300	aaec15ef67dc7a21c9942b2c368dc230	Q8GXU5	Protein SULFUR DEFICIENCY-INDUCED 1	0.9733333333333334					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9733333333333334	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein SULFUR DEFICIENCY-INDUCED 1	FAMILY_LEVEL_FUNCTION	False
LITCHI026128	LITCHI026128.m2	198	76bf21e3e1241839fa32e33dcbf2f7b8	O24542	Auxin-induced protein 22D	0.9848484848484849					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9848484848484849	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Auxin-induced protein 22D	FAMILY_LEVEL_FUNCTION	False
LITCHI026129	LITCHI026129.m1	288	777807b8bbe73051842b2372b1798832	Q9SX99	Protein OSB1, mitochondrial	0.7673611111111112	Q75GK2	0.816			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.816	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein OSB1, mitochondrial	FAMILY_LEVEL_FUNCTION	False
LITCHI026181	LITCHI026181.m1	662	9d15687de795a531c6e5c3f9acfcae7e	Q42523	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	0.797583081570997					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.797583081570997	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	FAMILY_LEVEL_FUNCTION	False
LITCHI026900	LITCHI026900.m1	522	dcae4558f8bd9b8d813a8567bb3b5feb	A0MFS5	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic	1.0363984674329503	Q65XL5	0.847			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0363984674329503	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic	FAMILY_LEVEL_FUNCTION	False
LITCHI027034	LITCHI027034.m1	517	efea07a586fb38152060e15fb971f782								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI027135	LITCHI027135.m1	380	b711a7853f3978d9e2bea77e22bbd1bb	Q9LZS7	GDSL esterase/lipase At5g03610	0.9263157894736842					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9263157894736842	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	GDSL esterase/lipase At5g03610	FAMILY_LEVEL_FUNCTION	False
LITCHI027173	LITCHI027173.m1	534	0c970b1a164d9746ff3b25959c394d3b	Q9LZR3	Glucomannan 4-beta-mannosyltransferase 9	1.0					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Glucomannan 4-beta-mannosyltransferase 9	FAMILY_LEVEL_FUNCTION	False
LITCHI027341	LITCHI027341.m2	293	83a10f8d0efb036e57ed7905f86c0e92								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI027423	LITCHI027423.m1	435	15cc97ab5ccc0fea1011a692a87d8102	Q9LYM2	Amino acid transporter AVT6C	0.9816091954022989	Q5QMB0	0.977			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9816091954022989	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Amino acid transporter AVT6C	FAMILY_LEVEL_FUNCTION	False
LITCHI027669	LITCHI027669.m1	725	75f25544706b0bc8de339225a21f0c29	Q9C7B1	Telomere repeat-binding protein 3	0.9696551724137931					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9696551724137931	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Telomere repeat-binding protein 3	FAMILY_LEVEL_FUNCTION	False
LITCHI027763	LITCHI027763.m1	173	5e66f49011e3abf53938fc6bf700519d								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI027783	LITCHI027783.m1	414	f29170a8d5a26bf4f31d5c9b67138145	Q9M3B8	Phragmoplastin interacting protein 1	1.0217391304347827					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0217391304347827	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Phragmoplastin interacting protein 1	FAMILY_LEVEL_FUNCTION	False
LITCHI028081	LITCHI028081.m1	385	6f9c9ff87743fa7c721e0b78ef2ca13e	Q9FKT8	Heme A synthase COX15	0.9948051948051948	Q6Z5C5	0.987			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9948051948051948	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Heme A synthase COX15	FAMILY_LEVEL_FUNCTION	False
LITCHI028340	LITCHI028340.m1	228	301fe99278e43bbae42372067648c48c	P41189	Large ribosomal subunit protein bL12	0.5789473684210527	Q6I629	0.715			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	True	False	one-to-one reciprocal-best Oryza ortholog	1	0.715	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Large ribosomal subunit protein bL12	FAMILY_LEVEL_FUNCTION	False
LITCHI028428	LITCHI028428.m2	419	b0adc311a6e95ba7ac536180990a565d	O82653	GTP-binding protein ERG	1.0477326968973748	Q6ZJ99	0.888			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0477326968973748	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	GTP-binding protein ERG	FAMILY_LEVEL_FUNCTION	False
LITCHI028584	LITCHI028584.m4	464	82889e2c6a7e2fa4d51978507d0845e2	Q9SA77	UDP-arabinose 4-epimerase 1	0.8836206896551724	Q8H0B2	0.851			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8836206896551724	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	UDP-arabinose 4-epimerase 1	FAMILY_LEVEL_FUNCTION	False
LITCHI028716	LITCHI028716.m1	1626	682db0ce7104badc65bf4eec2f287ae1	Q8RXD4	Protein BREAST CANCER SUSCEPTIBILITY 1 homolog	0.6359163591635917					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.6359163591635917	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein BREAST CANCER SUSCEPTIBILITY 1 homolog	UNANNOTATED	False
LITCHI028717	LITCHI028717.m1	167	b7668c6958f0cf5c87318830860c65c2	Q8RX71	BAG family molecular chaperone regulator 4	0.9041916167664671					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9041916167664671	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	BAG family molecular chaperone regulator 4	FAMILY_LEVEL_FUNCTION	False
LITCHI028799	LITCHI028799.m1	111	e62ced3a3534a209835c98e23a424146	Q8VYI5	VQ motif-containing protein 10	0.9279279279279279					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9279279279279279	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	VQ motif-containing protein 10	FAMILY_LEVEL_FUNCTION	False
LITCHI028926	LITCHI028926.m2	758	fb33f7f8fe4148b60d1e4f6b2b7f3812	Q8L6Z7	Exonuclease 1	1.0145118733509235	Q60GC1	0.967			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0145118733509235	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Exonuclease 1	FAMILY_LEVEL_FUNCTION	False
LITCHI028928	LITCHI028928.m2	282	81c1fb1825564bbb628256f00e965217	Q2V3H0	Pentatricopeptide repeat-containing protein At4g18975, chloroplastic	0.7446808510638298					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7446808510638298	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Pentatricopeptide repeat-containing protein At4g18975, chloroplastic	FAMILY_LEVEL_FUNCTION	False
LITCHI029020	LITCHI029020.m1	494	31866a4883b9c2b12da3759b4ff7e589	Q9SN43	CBL-interacting serine/threonine-protein kinase 12	0.8846153846153846	Q68Y49	0.874			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8846153846153846	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	CBL-interacting serine/threonine-protein kinase 12	FAMILY_LEVEL_FUNCTION	False
LITCHI029021	LITCHI029021.m1	449	6b01d1b8b0073a6105e9eac71979bc60	Q9FJ54	CBL-interacting serine/threonine-protein kinase 20	0.9955456570155902	Q9LWM4	0.991			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9955456570155902	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	CBL-interacting serine/threonine-protein kinase 20	FAMILY_LEVEL_FUNCTION	False
LITCHI029066	LITCHI029066.m1	365	6ee26936a8e879b51c2e699905c06f6f	O22960	Protein trichome birefringence-like 37	0.9068493150684932					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9068493150684932	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein trichome birefringence-like 37	FAMILY_LEVEL_FUNCTION	False
LITCHI029373	LITCHI029373.m1	479	d4f1e3aba3b9865175d0b7a21949d4dd	Q94JL3	Transcription factor bHLH112	0.7578288100208769					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7578288100208769	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Transcription factor bHLH112	FAMILY_LEVEL_FUNCTION	False
LITCHI029443	LITCHI029443.m1	325	9751360b53be46cb32e3d8c8968a3315	Q8LPI0	Putative cysteine-rich receptor-like protein kinase At4g11521	0.7723076923076924					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7723076923076924	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Putative cysteine-rich receptor-like protein kinase At4g11521	FAMILY_LEVEL_FUNCTION	False
LITCHI029495	LITCHI029495.m1	330	0badc531d7f1cc23737638d43ebec414	O65469	Putative cysteine-rich receptor-like protein kinase 9	0.703030303030303	A0A0P0W7P3	0.827			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.827	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Putative cysteine-rich receptor-like protein kinase 9	FAMILY_LEVEL_FUNCTION	False
LITCHI029534	LITCHI029534.m1	359	3c1ee7dde1f44a3c38a6465b3923f93a	F6H7K5	Thiamine thiazole synthase 2, chloroplastic	1.0					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Thiamine thiazole synthase 2, chloroplastic	FAMILY_LEVEL_FUNCTION	False
LITCHI029667	LITCHI029667.m1	745	bd36b8dab43e0636b61f2c2800803423								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI029789	LITCHI029789.m1	227	fbf6422fbcd1548bd505e583d0cd2339								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI030216	LITCHI030216.m1	805	a56c9df622da288a095a4f35b446e974	Q9LVJ1	Subtilisin-like protease SBT1.4	0.9304347826086956	A0A0P0VQ78	0.865			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9304347826086956	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Subtilisin-like protease SBT1.4	FAMILY_LEVEL_FUNCTION	False
LITCHI030334	LITCHI030334.m1	605	0ed0189ff90b6e2b395626d25518752c	Q9FIJ0	Respiratory burst oxidase homolog protein D	1.0214876033057851					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0214876033057851	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Respiratory burst oxidase homolog protein D	FAMILY_LEVEL_FUNCTION	False
