gene_id	transcript_id	swissprot_accession	swissprot_description	percent_identity	alignment_length	query_length	subject_length	query_coverage	subject_coverage	evalue	bitscore	subject_id	subject_title
LITCHI014256	LITCHI014256.m1	Q9SCP4	Pentatricopeptide repeat-containing protein At3g53170	33.3	273	489	447	0.558282208588957	0.610738255033557	3.71e-45	167	sp|Q9SCP4|PP279_ARATH	sp|Q9SCP4|PP279_ARATH Pentatricopeptide repeat-containing protein At3g53170 OS=Arabidopsis thaliana OX=3702 GN=At3g53170 PE=3 SV=1
LITCHI014613	LITCHI014613.m1	Q8LBI9	Sugar transporter ERD6-like 16	72.5	484	486	482	0.9958847736625515	1.004149377593361	2.95e-247	686	sp|Q8LBI9|EDL16_ARATH	sp|Q8LBI9|EDL16_ARATH Sugar transporter ERD6-like 16 OS=Arabidopsis thaliana OX=3702 GN=At5g18840 PE=2 SV=2
LITCHI014613	LITCHI014613.m1	P93051	Sugar transporter ERD6-like 7	62.3	438	486	463	0.9012345679012346	0.9460043196544277	1.39e-195	555	sp|P93051|ERDL7_ARATH	sp|P93051|ERDL7_ARATH Sugar transporter ERD6-like 7 OS=Arabidopsis thaliana OX=3702 GN=At2g48020 PE=2 SV=2
LITCHI014613	LITCHI014613.m1	Q0WQ63	Sugar transporter ERD6-like 8	58.0	462	486	470	0.9506172839506173	0.9829787234042553	3.20e-186	531	sp|Q0WQ63|ERDL8_ARATH	sp|Q0WQ63|ERDL8_ARATH Sugar transporter ERD6-like 8 OS=Arabidopsis thaliana OX=3702 GN=At3g05150 PE=2 SV=1
LITCHI014613	LITCHI014613.m1	Q3ECP7	Sugar transporter ERD6-like 5	55.2	449	486	470	0.9238683127572016	0.9553191489361702	2.30e-171	493	sp|Q3ECP7|ERDL5_ARATH	sp|Q3ECP7|ERDL5_ARATH Sugar transporter ERD6-like 5 OS=Arabidopsis thaliana OX=3702 GN=At1g54730 PE=2 SV=2
LITCHI014613	LITCHI014613.m1	Q94AF9	Sugar transporter ERD6-like 11	44.1	460	486	467	0.9465020576131687	0.9850107066381156	1.51e-140	415	sp|Q94AF9|EDL11_ARATH	sp|Q94AF9|EDL11_ARATH Sugar transporter ERD6-like 11 OS=Arabidopsis thaliana OX=3702 GN=At3g05165 PE=2 SV=2
LITCHI029373	LITCHI029373.m1	Q94JL3	Transcription factor bHLH112	42.7	363	479	393	0.7578288100208769	0.9236641221374046	8.99e-58	199	sp|Q94JL3|BH112_ARATH	sp|Q94JL3|BH112_ARATH Transcription factor bHLH112 OS=Arabidopsis thaliana OX=3702 GN=BHLH112 PE=1 SV=1
LITCHI023296	LITCHI023296.m1	Q6VAA5	UDP-glycosyltransferase 89B2	60.6	475	479	468	0.9916492693110647	1.014957264957265	5.69e-204	576	sp|Q6VAA5|U89B2_STERE	sp|Q6VAA5|U89B2_STERE UDP-glycosyltransferase 89B2 OS=Stevia rebaudiana OX=55670 GN=UGT89B2 PE=2 SV=1
LITCHI023296	LITCHI023296.m1	Q9C9B0	Flavonol 3-O-glucosyltransferase UGT89B1	54.0	472	479	473	0.9853862212943633	0.9978858350951374	2.43e-177	508	sp|Q9C9B0|U89B1_ARATH	sp|Q9C9B0|U89B1_ARATH Flavonol 3-O-glucosyltransferase UGT89B1 OS=Arabidopsis thaliana OX=3702 GN=UGT89B1 PE=1 SV=2
LITCHI023296	LITCHI023296.m1	Q9LZD8	UDP-glycosyltransferase 89A2	46.1	464	479	465	0.9686847599164927	0.9978494623655914	1.68e-126	379	sp|Q9LZD8|U89A2_ARATH	sp|Q9LZD8|U89A2_ARATH UDP-glycosyltransferase 89A2 OS=Arabidopsis thaliana OX=3702 GN=UGT89A2 PE=2 SV=1
LITCHI023296	LITCHI023296.m1	Q9LNE6	Flavonol 7-O-rhamnosyltransferase	41.7	477	479	435	0.9958246346555324	1.096551724137931	1.67e-104	321	sp|Q9LNE6|U89C1_ARATH	sp|Q9LNE6|U89C1_ARATH Flavonol 7-O-rhamnosyltransferase OS=Arabidopsis thaliana OX=3702 GN=UGT89C1 PE=1 SV=1
LITCHI023296	LITCHI023296.m1	Q9ZQ96	UDP-glycosyltransferase 73C3	33.3	493	479	496	1.0292275574112735	0.9939516129032258	2.98e-78	255	sp|Q9ZQ96|U73C3_ARATH	sp|Q9ZQ96|U73C3_ARATH UDP-glycosyltransferase 73C3 OS=Arabidopsis thaliana OX=3702 GN=UGT73C3 PE=2 SV=1
LITCHI017634	LITCHI017634.m1	Q9ZUN8	Protein HEAT STRESS TOLERANT DWD 1	67.8	444	477	469	0.9308176100628931	0.9466950959488273	1.47e-184	526	sp|Q9ZUN8|HTD1_ARATH	sp|Q9ZUN8|HTD1_ARATH Protein HEAT STRESS TOLERANT DWD 1 OS=Arabidopsis thaliana OX=3702 GN=HTD1 PE=1 SV=1
LITCHI017634	LITCHI017634.m1	Q54ED4	Glutamate-rich WD repeat-containing protein 1	53.6	435	477	482	0.9119496855345912	0.9024896265560166	9.85e-79	256	sp|Q54ED4|GRWD1_DICDI	sp|Q54ED4|GRWD1_DICDI Glutamate-rich WD repeat-containing protein 1 OS=Dictyostelium discoideum OX=44689 GN=grwd1 PE=3 SV=1
LITCHI017634	LITCHI017634.m1	Q1JQD2	Glutamate-rich WD repeat-containing protein 1	36.7	433	477	446	0.9077568134171907	0.9708520179372198	2.15e-69	231	sp|Q1JQD2|GRWD1_BOVIN	sp|Q1JQD2|GRWD1_BOVIN Glutamate-rich WD repeat-containing protein 1 OS=Bos taurus OX=9913 GN=GRWD1 PE=2 SV=1
LITCHI017634	LITCHI017634.m1	Q9BQ67	Glutamate-rich WD repeat-containing protein 1	36.6	434	477	446	0.909853249475891	0.9730941704035875	1.17e-68	229	sp|Q9BQ67|GRWD1_HUMAN	sp|Q9BQ67|GRWD1_HUMAN Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1
LITCHI017634	LITCHI017634.m1	Q5XI13	Glutamate-rich WD repeat-containing protein 1	36.0	433	477	445	0.9077568134171907	0.9730337078651685	8.75e-68	226	sp|Q5XI13|GRWD1_RAT	sp|Q5XI13|GRWD1_RAT Glutamate-rich WD repeat-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Grwd1 PE=2 SV=1
LITCHI003414	LITCHI003414.m1	Q6NKW9	Glucan endo-1,3-beta-glucosidase 8	76.7	451	477	481	0.9454926624737946	0.9376299376299376	1.16e-260	720	sp|Q6NKW9|E138_ARATH	sp|Q6NKW9|E138_ARATH Glucan endo-1,3-beta-glucosidase 8 OS=Arabidopsis thaliana OX=3702 GN=At1g64760 PE=2 SV=2
LITCHI003414	LITCHI003414.m1	Q9M088	Glucan endo-1,3-beta-glucosidase 5	53.9	471	477	484	0.9874213836477987	0.9731404958677686	5.76e-168	485	sp|Q9M088|E135_ARATH	sp|Q9M088|E135_ARATH Glucan endo-1,3-beta-glucosidase 5 OS=Arabidopsis thaliana OX=3702 GN=At4g31140 PE=2 SV=1
LITCHI003414	LITCHI003414.m1	Q93Z08	Glucan endo-1,3-beta-glucosidase 6	53.2	453	477	477	0.949685534591195	0.949685534591195	1.59e-163	473	sp|Q93Z08|E136_ARATH	sp|Q93Z08|E136_ARATH Glucan endo-1,3-beta-glucosidase 6 OS=Arabidopsis thaliana OX=3702 GN=At5g58090 PE=2 SV=2
LITCHI003414	LITCHI003414.m1	Q9FGH4	Glucan endo-1,3-beta-glucosidase 9	43.2	447	477	476	0.9371069182389937	0.9390756302521008	7.69e-113	344	sp|Q9FGH4|E139_ARATH	sp|Q9FGH4|E139_ARATH Glucan endo-1,3-beta-glucosidase 9 OS=Arabidopsis thaliana OX=3702 GN=At5g58480 PE=2 SV=1
LITCHI003414	LITCHI003414.m1	Q94G86	Glucan endo-1,3-beta-D-glucosidase	36.6	440	477	460	0.9224318658280922	0.9565217391304348	2.04e-65	221	sp|Q94G86|ALL9_OLEEU	sp|Q94G86|ALL9_OLEEU Glucan endo-1,3-beta-D-glucosidase OS=Olea europaea OX=4146 GN=OLE9 PE=1 SV=1
LITCHI016077	LITCHI016077.m1	Q9M099	Serine carboxypeptidase 24	75.5	449	471	465	0.9532908704883227	0.9655913978494624	1.70e-259	716	sp|Q9M099|SCP24_ARATH	sp|Q9M099|SCP24_ARATH Serine carboxypeptidase 24 OS=Arabidopsis thaliana OX=3702 GN=SCPL24 PE=1 SV=1
LITCHI016077	LITCHI016077.m1	Q1PF08	Serine carboxypeptidase-like 22	68.3	442	471	464	0.9384288747346072	0.9525862068965517	1.94e-225	630	sp|Q1PF08|SCP22_ARATH	sp|Q1PF08|SCP22_ARATH Serine carboxypeptidase-like 22 OS=Arabidopsis thaliana OX=3702 GN=SCPL22 PE=2 SV=1
LITCHI016077	LITCHI016077.m1	O82229	Putative serine carboxypeptidase-like 23	69.3	430	471	454	0.9129511677282378	0.947136563876652	6.01e-222	620	sp|O82229|SCP23_ARATH	sp|O82229|SCP23_ARATH Putative serine carboxypeptidase-like 23 OS=Arabidopsis thaliana OX=3702 GN=SCPL23 PE=2 SV=2
LITCHI016077	LITCHI016077.m1	Q8L9Y0	Serine carboxypeptidase-like 25	62.8	449	471	473	0.9532908704883227	0.9492600422832981	1.81e-211	595	sp|Q8L9Y0|SCP25_ARATH	sp|Q8L9Y0|SCP25_ARATH Serine carboxypeptidase-like 25 OS=Arabidopsis thaliana OX=3702 GN=SCPL25 PE=2 SV=2
LITCHI016077	LITCHI016077.m1	Q9SFB5	Serine carboxypeptidase-like 27	59.0	437	471	459	0.9278131634819533	0.9520697167755992	1.56e-182	521	sp|Q9SFB5|SCP27_ARATH	sp|Q9SFB5|SCP27_ARATH Serine carboxypeptidase-like 27 OS=Arabidopsis thaliana OX=3702 GN=SCPL27 PE=2 SV=1
LITCHI012432	LITCHI012432.m1	Q9ASW3	Protein IQ-DOMAIN 21	50.7	467	469	471	0.9957356076759062	0.9915074309978769	7.37e-84	269	sp|Q9ASW3|IQD21_ARATH	sp|Q9ASW3|IQD21_ARATH Protein IQ-DOMAIN 21 OS=Arabidopsis thaliana OX=3702 GN=IQD21 PE=1 SV=1
LITCHI012432	LITCHI012432.m1	Q9FT53	Protein IQ-DOMAIN 3	33.2	349	469	430	0.744136460554371	0.8116279069767441	2.05e-15	81.6	sp|Q9FT53|IQD3_ARATH	sp|Q9FT53|IQD3_ARATH Protein IQ-DOMAIN 3 OS=Arabidopsis thaliana OX=3702 GN=IQD3 PE=1 SV=1
LITCHI012432	LITCHI012432.m1	Q8LPG9	Protein IQ-DOMAIN 14	27.5	374	469	668	0.7974413646055437	0.5598802395209581	3.08e-11	69.3	sp|Q8LPG9|IQD14_ARATH	sp|Q8LPG9|IQD14_ARATH Protein IQ-DOMAIN 14 OS=Arabidopsis thaliana OX=3702 GN=IQD14 PE=1 SV=1
LITCHI012432	LITCHI012432.m1	Q2NND9	Protein IQ-DOMAIN 7	27.9	290	469	371	0.6183368869936035	0.7816711590296496	3.39e-06	52.8	sp|Q2NND9|IQD7_ARATH	sp|Q2NND9|IQD7_ARATH Protein IQ-DOMAIN 7 OS=Arabidopsis thaliana OX=3702 GN=IQD7 PE=1 SV=1
LITCHI017862	LITCHI017862.m1	K4CI52	Abscisic acid 8'-hydroxylase CYP707A2	78.5	465	466	469	0.9978540772532188	0.9914712153518124	3.75e-272	748	sp|K4CI52|ABAH2_SOLLC	sp|K4CI52|ABAH2_SOLLC Abscisic acid 8'-hydroxylase CYP707A2 OS=Solanum lycopersicum OX=4081 GN=CYP707A2 PE=2 SV=1
LITCHI017862	LITCHI017862.m1	Q949P1	Abscisic acid 8'-hydroxylase 1	80.5	451	466	467	0.9678111587982833	0.9657387580299786	1.11e-268	739	sp|Q949P1|ABAH1_ARATH	sp|Q949P1|ABAH1_ARATH Abscisic acid 8'-hydroxylase 1 OS=Arabidopsis thaliana OX=3702 GN=CYP707A1 PE=1 SV=1
LITCHI017862	LITCHI017862.m1	Q9FH76	Abscisic acid 8'-hydroxylase 3	77.8	451	466	463	0.9678111587982833	0.9740820734341252	7.47e-259	714	sp|Q9FH76|ABAH3_ARATH	sp|Q9FH76|ABAH3_ARATH Abscisic acid 8'-hydroxylase 3 OS=Arabidopsis thaliana OX=3702 GN=CYP707A3 PE=1 SV=1
LITCHI017862	LITCHI017862.m1	Q05JG2	Abscisic acid 8'-hydroxylase 1	73.4	432	466	471	0.927038626609442	0.9171974522292994	1.80e-233	650	sp|Q05JG2|ABAH1_ORYSJ	sp|Q05JG2|ABAH1_ORYSJ Abscisic acid 8'-hydroxylase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP707A5 PE=2 SV=1
LITCHI017862	LITCHI017862.m1	Q09J79	Abscisic acid 8'-hydroxylase 1	73.4	432	466	471	0.927038626609442	0.9171974522292994	1.80e-233	650	sp|Q09J79|ABAH1_ORYSI	sp|Q09J79|ABAH1_ORYSI Abscisic acid 8'-hydroxylase 1 OS=Oryza sativa subsp. indica OX=39946 GN=CYP707A5 PE=2 SV=1
LITCHI028584	LITCHI028584.m4	Q9SA77	UDP-arabinose 4-epimerase 1	81.0	410	464	419	0.8836206896551724	0.9785202863961814	6.77e-246	679	sp|Q9SA77|ARAE1_ARATH	sp|Q9SA77|ARAE1_ARATH UDP-arabinose 4-epimerase 1 OS=Arabidopsis thaliana OX=3702 GN=MUR4 PE=1 SV=1
LITCHI028584	LITCHI028584.m4	Q9SUN3	Probable UDP-arabinose 4-epimerase 3	80.3	412	464	411	0.8879310344827587	1.002433090024331	5.57e-243	672	sp|Q9SUN3|ARAE3_ARATH	sp|Q9SUN3|ARAE3_ARATH Probable UDP-arabinose 4-epimerase 3 OS=Arabidopsis thaliana OX=3702 GN=At4g20460 PE=2 SV=3
LITCHI028584	LITCHI028584.m4	O64749	Putative UDP-arabinose 4-epimerase 2	80.6	412	464	417	0.8879310344827587	0.988009592326139	4.01e-242	670	sp|O64749|ARAE2_ARATH	sp|O64749|ARAE2_ARATH Putative UDP-arabinose 4-epimerase 2 OS=Arabidopsis thaliana OX=3702 GN=At2g34850 PE=2 SV=3
LITCHI028584	LITCHI028584.m4	Q8H0B2	Probable UDP-arabinose 4-epimerase 3	80.6	397	464	406	0.8556034482758621	0.9778325123152709	2.81e-237	657	sp|Q8H0B2|ARAE3_ORYSJ	sp|Q8H0B2|ARAE3_ORYSJ Probable UDP-arabinose 4-epimerase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=UEL-3 PE=2 SV=1
LITCHI028584	LITCHI028584.m4	Q8H0B6	Probable UDP-arabinose 4-epimerase 2	81.3	391	464	391	0.8426724137931034	1.0	6.23e-235	650	sp|Q8H0B6|ARAE2_ORYSJ	sp|Q8H0B6|ARAE2_ORYSJ Probable UDP-arabinose 4-epimerase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=UEL-2 PE=2 SV=1
LITCHI005254	LITCHI005254.m2	Q9SS43	Xylan glycosyltransferase MUCI21	37.8	402	463	494	0.8682505399568035	0.8137651821862348	1.01e-88	282	sp|Q9SS43|MUC21_ARATH	sp|Q9SS43|MUC21_ARATH Xylan glycosyltransferase MUCI21 OS=Arabidopsis thaliana OX=3702 GN=MUCI21 PE=1 SV=1
LITCHI005254	LITCHI005254.m2	Q10I20	Alpha-1,3-arabinosyltransferase XAT3	34.3	373	463	576	0.8056155507559395	0.6475694444444444	1.74e-73	244	sp|Q10I20|XAT3_ORYSJ	sp|Q10I20|XAT3_ORYSJ Alpha-1,3-arabinosyltransferase XAT3 OS=Oryza sativa subsp. japonica OX=39947 GN=XAT3 PE=1 SV=1
LITCHI005254	LITCHI005254.m2	Q6ZFR0	Alpha-1,3-arabinosyltransferase XAT2	33.0	376	463	583	0.8120950323974082	0.6449399656946827	8.30e-72	240	sp|Q6ZFR0|XAT2_ORYSJ	sp|Q6ZFR0|XAT2_ORYSJ Alpha-1,3-arabinosyltransferase XAT2 OS=Oryza sativa subsp. japonica OX=39947 GN=XAT2 PE=1 SV=1
LITCHI005254	LITCHI005254.m2	Q6Z7I3	Beta-1,2-xylosyltransferease XAX1	35.9	396	463	566	0.8552915766738661	0.6996466431095406	1.74e-69	234	sp|Q6Z7I3|XAX1_ORYSJ	sp|Q6Z7I3|XAX1_ORYSJ Beta-1,2-xylosyltransferease XAX1 OS=Oryza sativa subsp. japonica OX=39947 GN=XAX1 PE=1 SV=1
LITCHI005254	LITCHI005254.m2	Q5Z8T8	Beta-1,2-xylosyltransferase XYXT1	32.9	425	463	465	0.91792656587473	0.9139784946236559	3.54e-63	214	sp|Q5Z8T8|XYXT1_ORYSJ	sp|Q5Z8T8|XYXT1_ORYSJ Beta-1,2-xylosyltransferase XYXT1 OS=Oryza sativa subsp. japonica OX=39947 GN=XYXT1 PE=1 SV=1
LITCHI022018	LITCHI022018.m1	Q9SH58	Probable membrane-associated kinase regulator 2	48.4	314	453	411	0.6931567328918322	0.7639902676399026	5.49e-36	140	sp|Q9SH58|MAKR2_ARATH	sp|Q9SH58|MAKR2_ARATH Probable membrane-associated kinase regulator 2 OS=Arabidopsis thaliana OX=3702 GN=MAKR2 PE=2 SV=1
LITCHI029021	LITCHI029021.m1	Q9FJ54	CBL-interacting serine/threonine-protein kinase 20	68.5	447	449	439	0.9955456570155902	1.0182232346241458	1.50e-222	620	sp|Q9FJ54|CIPKK_ARATH	sp|Q9FJ54|CIPKK_ARATH CBL-interacting serine/threonine-protein kinase 20 OS=Arabidopsis thaliana OX=3702 GN=CIPK20 PE=1 SV=1
LITCHI029021	LITCHI029021.m1	Q9LWM4	CBL-interacting protein kinase 5	67.9	445	449	461	0.9910913140311804	0.96529284164859	1.41e-216	606	sp|Q9LWM4|CIPK5_ORYSJ	sp|Q9LWM4|CIPK5_ORYSJ CBL-interacting protein kinase 5 OS=Oryza sativa subsp. japonica OX=39947 GN=CIPK5 PE=2 SV=1
LITCHI029021	LITCHI029021.m1	Q5W736	CBL-interacting protein kinase 18	63.9	449	449	457	1.0	0.9824945295404814	2.49e-204	575	sp|Q5W736|CIPKI_ORYSJ	sp|Q5W736|CIPKI_ORYSJ CBL-interacting protein kinase 18 OS=Oryza sativa subsp. japonica OX=39947 GN=CIPK18 PE=2 SV=1
LITCHI029021	LITCHI029021.m1	Q7X996	CBL-interacting protein kinase 2	62.6	447	449	443	0.9955456570155902	1.0090293453724606	1.27e-198	560	sp|Q7X996|CIPK2_ORYSJ	sp|Q7X996|CIPK2_ORYSJ CBL-interacting protein kinase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=CIPK2 PE=2 SV=1
LITCHI029021	LITCHI029021.m1	Q9C562	CBL-interacting serine/threonine-protein kinase 10	59.5	457	449	479	1.017817371937639	0.954070981210856	3.88e-187	532	sp|Q9C562|CIPKA_ARATH	sp|Q9C562|CIPKA_ARATH CBL-interacting serine/threonine-protein kinase 10 OS=Arabidopsis thaliana OX=3702 GN=CIPK10 PE=1 SV=1
LITCHI005012	LITCHI005012.m1	B9HJR7	Xyloglucan O-acetyltransferase 1	71.4	437	446	429	0.9798206278026906	1.0186480186480187	6.90e-246	679	sp|B9HJR7|XGAT1_POPTR	sp|B9HJR7|XGAT1_POPTR Xyloglucan O-acetyltransferase 1 OS=Populus trichocarpa OX=3694 GN=XGOAT1 PE=1 SV=1
LITCHI005012	LITCHI005012.m1	B9HVC2	Xyloglucan O-acetyltransferase 2	67.5	437	446	425	0.9798206278026906	1.0282352941176471	2.43e-231	642	sp|B9HVC2|XGAT2_POPTR	sp|B9HVC2|XGAT2_POPTR Xyloglucan O-acetyltransferase 2 OS=Populus trichocarpa OX=3694 GN=XGOAT2 PE=1 SV=1
LITCHI005012	LITCHI005012.m1	O04523	Xyloglucan O-acetyltransferase 1	56.6	433	446	416	0.9708520179372198	1.0408653846153846	2.09e-180	513	sp|O04523|TBL27_ARATH	sp|O04523|TBL27_ARATH Xyloglucan O-acetyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=AXY4 PE=1 SV=1
LITCHI005012	LITCHI005012.m1	Q84JH9	Protein trichome birefringence-like 25	43.8	361	446	456	0.8094170403587444	0.7916666666666666	1.09e-104	321	sp|Q84JH9|TBL25_ARATH	sp|Q84JH9|TBL25_ARATH Protein trichome birefringence-like 25 OS=Arabidopsis thaliana OX=3702 GN=TBL25 PE=2 SV=1
LITCHI005012	LITCHI005012.m1	O04621	Protein trichome birefringence-like 26	45.2	352	446	442	0.7892376681614349	0.7963800904977375	9.02e-103	316	sp|O04621|TBL26_ARATH	sp|O04621|TBL26_ARATH Protein trichome birefringence-like 26 OS=Arabidopsis thaliana OX=3702 GN=TBL26 PE=2 SV=1
LITCHI013088	LITCHI013088.m1	Q9T081	UDP-glycosyltransferase 79B3	53.0	434	441	453	0.9841269841269841	0.9580573951434879	2.87e-161	465	sp|Q9T081|U79B3_ARATH	sp|Q9T081|U79B3_ARATH UDP-glycosyltransferase 79B3 OS=Arabidopsis thaliana OX=3702 GN=UGT79B3 PE=2 SV=1
LITCHI013088	LITCHI013088.m1	Q9T080	UDP-glycosyltransferase 79B2	52.3	434	441	455	0.9841269841269841	0.9538461538461539	2.17e-156	453	sp|Q9T080|U79B2_ARATH	sp|Q9T080|U79B2_ARATH UDP-glycosyltransferase 79B2 OS=Arabidopsis thaliana OX=3702 GN=UGT79B2 PE=2 SV=1
LITCHI013088	LITCHI013088.m1	Q9FN26	UDP-glycosyltransferase 79B6	50.8	433	441	453	0.981859410430839	0.9558498896247241	8.17e-156	451	sp|Q9FN26|U79B6_ARATH	sp|Q9FN26|U79B6_ARATH UDP-glycosyltransferase 79B6 OS=Arabidopsis thaliana OX=3702 GN=UGT79B6 PE=2 SV=1
LITCHI013088	LITCHI013088.m1	O81010	UDP-glycosyltransferase 79B8	53.0	430	441	442	0.9750566893424036	0.9728506787330317	1.13e-155	451	sp|O81010|U79B8_ARATH	sp|O81010|U79B8_ARATH UDP-glycosyltransferase 79B8 OS=Arabidopsis thaliana OX=3702 GN=UGT79B8 PE=2 SV=1
LITCHI013088	LITCHI013088.m1	Q9FN28	UDP-glycosyltransferase 79B9	52.5	432	441	447	0.9795918367346939	0.9664429530201343	1.54e-154	448	sp|Q9FN28|U79B9_ARATH	sp|Q9FN28|U79B9_ARATH UDP-glycosyltransferase 79B9 OS=Arabidopsis thaliana OX=3702 GN=UGT79B9 PE=2 SV=1
LITCHI016846	LITCHI016846.m1	Q9LEW3	Aspartyl protease AED1	34.6	350	437	464	0.8009153318077803	0.7543103448275862	6.16e-41	154	sp|Q9LEW3|AED1_ARATH	sp|Q9LEW3|AED1_ARATH Aspartyl protease AED1 OS=Arabidopsis thaliana OX=3702 GN=AED1 PE=2 SV=1
LITCHI016846	LITCHI016846.m1	Q8S9J6	Aspartyl protease family protein At5g10770	32.1	468	437	474	1.070938215102975	0.9873417721518988	7.29e-41	154	sp|Q8S9J6|ASPA_ARATH	sp|Q8S9J6|ASPA_ARATH Aspartyl protease family protein At5g10770 OS=Arabidopsis thaliana OX=3702 GN=At5g10770 PE=2 SV=1
LITCHI016846	LITCHI016846.m1	Q9LS40	Protein ASPARTIC PROTEASE IN GUARD CELL 1	29.0	355	437	500	0.8123569794050344	0.71	1.81e-24	108	sp|Q9LS40|ASPG1_ARATH	sp|Q9LS40|ASPG1_ARATH Protein ASPARTIC PROTEASE IN GUARD CELL 1 OS=Arabidopsis thaliana OX=3702 GN=ASPG1 PE=1 SV=1
LITCHI016846	LITCHI016846.m1	Q9LNJ3	Aspartyl protease family protein 2	26.1	360	437	485	0.8237986270022883	0.7422680412371134	2.99e-24	108	sp|Q9LNJ3|APF2_ARATH	sp|Q9LNJ3|APF2_ARATH Aspartyl protease family protein 2 OS=Arabidopsis thaliana OX=3702 GN=APF2 PE=2 SV=1
LITCHI016846	LITCHI016846.m1	Q766C3	Aspartic proteinase nepenthesin-1	27.3	359	437	437	0.8215102974828375	0.8215102974828375	1.92e-22	102	sp|Q766C3|NEP1_NEPGR	sp|Q766C3|NEP1_NEPGR Aspartic proteinase nepenthesin-1 OS=Nepenthes gracilis OX=150966 GN=nep1 PE=1 SV=1
LITCHI027423	LITCHI027423.m1	Q9LYM2	Amino acid transporter AVT6C	67.0	427	435	435	0.9816091954022989	0.9816091954022989	2.35e-193	546	sp|Q9LYM2|AVT6C_ARATH	sp|Q9LYM2|AVT6C_ARATH Amino acid transporter AVT6C OS=Arabidopsis thaliana OX=3702 GN=AVT6C PE=2 SV=1
LITCHI027423	LITCHI027423.m1	Q0WQJ3	Amino acid transporter AVT6D	62.5	435	435	440	1.0	0.9886363636363636	8.67e-178	506	sp|Q0WQJ3|AVT6D_ARATH	sp|Q0WQJ3|AVT6D_ARATH Amino acid transporter AVT6D OS=Arabidopsis thaliana OX=3702 GN=AVT6D PE=2 SV=1
LITCHI027423	LITCHI027423.m1	Q9LI61	Amino acid transporter AVT6A	46.8	410	435	460	0.9425287356321839	0.8913043478260869	6.57e-124	370	sp|Q9LI61|AVT6A_ARATH	sp|Q9LI61|AVT6A_ARATH Amino acid transporter AVT6A OS=Arabidopsis thaliana OX=3702 GN=AVT6A PE=2 SV=1
LITCHI027423	LITCHI027423.m1	F4KBM7	Amino acid transporter AVT6B	46.1	412	435	456	0.9471264367816092	0.9035087719298246	1.86e-122	366	sp|F4KBM7|AVT6B_ARATH	sp|F4KBM7|AVT6B_ARATH Amino acid transporter AVT6B OS=Arabidopsis thaliana OX=3702 GN=AVT6B PE=3 SV=1
LITCHI027423	LITCHI027423.m1	Q9M8L9	Amino acid transporter AVT6E	41.4	430	435	489	0.9885057471264368	0.8793456032719836	1.13e-97	304	sp|Q9M8L9|AVT6E_ARATH	sp|Q9M8L9|AVT6E_ARATH Amino acid transporter AVT6E OS=Arabidopsis thaliana OX=3702 GN=AVT6E PE=2 SV=1
LITCHI017954	LITCHI017954.m1	Q9FLD7	Beta-glucuronosyltransferase GlcAT14A	74.3	447	434	447	1.0299539170506913	1.0	1.69e-238	660	sp|Q9FLD7|GT14A_ARATH	sp|Q9FLD7|GT14A_ARATH Beta-glucuronosyltransferase GlcAT14A OS=Arabidopsis thaliana OX=3702 GN=GLCAT14A PE=2 SV=1
LITCHI017954	LITCHI017954.m1	Q9LFQ0	Beta-glucuronosyltransferase GlcAT14B	73.2	440	434	434	1.0138248847926268	1.0138248847926268	1.82e-232	645	sp|Q9LFQ0|GT14B_ARATH	sp|Q9LFQ0|GT14B_ARATH Beta-glucuronosyltransferase GlcAT14B OS=Arabidopsis thaliana OX=3702 GN=GLCAT14B PE=2 SV=1
LITCHI017954	LITCHI017954.m1	Q8S8P3	Beta-glucuronosyltransferase GlcAT14C	51.6	401	434	384	0.923963133640553	1.0442708333333333	2.37e-131	386	sp|Q8S8P3|GT14C_ARATH	sp|Q8S8P3|GT14C_ARATH Beta-glucuronosyltransferase GlcAT14C OS=Arabidopsis thaliana OX=3702 GN=GLCAT14C PE=2 SV=1
LITCHI017954	LITCHI017954.m1	Q09324	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	22.7	300	434	428	0.6912442396313364	0.7009345794392523	9.16e-10	63.9	sp|Q09324|GCNT1_MOUSE	sp|Q09324|GCNT1_MOUSE Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase OS=Mus musculus OX=10090 GN=Gcnt1 PE=1 SV=2
LITCHI017954	LITCHI017954.m1	Q71SG7	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	23.2	298	434	428	0.6866359447004609	0.6962616822429907	2.15e-09	62.8	sp|Q71SG7|GCNT4_DANRE	sp|Q71SG7|GCNT4_DANRE Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 OS=Danio rerio OX=7955 GN=gcnt4 PE=2 SV=2
