gene_id	canonical_transcript_id	protein_length	protein_md5	selection_rule	swissprot_accession	swissprot_description	swissprot_percent_identity	swissprot_query_coverage	swissprot_subject_coverage	swissprot_evalue	rice_ortholog_accession	rice_query_coverage	rice_subject_coverage	sequence_evidence_classes_70pct	interpro_status	architecture_conflict	annotation_status
LITCHI026129	LITCHI026129.m1	288	777807b8bbe73051842b2372b1798832	longest_CDS_then_lexicographic_transcript_ID	Q9SX99	Protein OSB1, mitochondrial	33.0	0.7673611111111112	0.8467432950191571	5.07e-29	Q75GK2	0.816000	0.833000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI026181	LITCHI026181.m1	662	9d15687de795a531c6e5c3f9acfcae7e	longest_CDS_then_lexicographic_transcript_ID	Q42523	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	61.7	0.797583081570997	0.7193460490463215	9.60e-200				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI026900	LITCHI026900.m1	522	dcae4558f8bd9b8d813a8567bb3b5feb	longest_CDS_then_lexicographic_transcript_ID	A0MFS5	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic	67.8	1.0363984674329503	1.0246212121212122	7.48e-228	Q65XL5	0.847000	0.886000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI027034	LITCHI027034.m1	517	efea07a586fb38152060e15fb971f782	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI027135	LITCHI027135.m1	380	b711a7853f3978d9e2bea77e22bbd1bb	longest_CDS_then_lexicographic_transcript_ID	Q9LZS7	GDSL esterase/lipase At5g03610	46.3	0.9263157894736842	0.9805013927576601	5.11e-105				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI027173	LITCHI027173.m1	534	0c970b1a164d9746ff3b25959c394d3b	longest_CDS_then_lexicographic_transcript_ID	Q9LZR3	Glucomannan 4-beta-mannosyltransferase 9	79.4	1.0	1.00187617260788	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI027341	LITCHI027341.m2	293	83a10f8d0efb036e57ed7905f86c0e92	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI027423	LITCHI027423.m1	435	15cc97ab5ccc0fea1011a692a87d8102	longest_CDS_then_lexicographic_transcript_ID	Q9LYM2	Amino acid transporter AVT6C	67.0	0.9816091954022989	0.9816091954022989	2.35e-193	Q5QMB0	0.977000	0.936000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI027669	LITCHI027669.m1	725	75f25544706b0bc8de339225a21f0c29	longest_CDS_then_lexicographic_transcript_ID	Q9C7B1	Telomere repeat-binding protein 3	46.9	0.9696551724137931	1.135702746365105	1.58e-165				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI027763	LITCHI027763.m1	173	5e66f49011e3abf53938fc6bf700519d	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI027783	LITCHI027783.m1	414	f29170a8d5a26bf4f31d5c9b67138145	longest_CDS_then_lexicographic_transcript_ID	Q9M3B8	Phragmoplastin interacting protein 1	46.6	1.0217391304347827	0.7085427135678392	5.81e-85				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI028081	LITCHI028081.m1	385	6f9c9ff87743fa7c721e0b78ef2ca13e	longest_CDS_then_lexicographic_transcript_ID	Q9FKT8	Heme A synthase COX15	86.2	0.9948051948051948	0.838074398249453	2.25e-242	Q6Z5C5	0.987000	0.795000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI028340	LITCHI028340.m1	228	301fe99278e43bbae42372067648c48c	longest_CDS_then_lexicographic_transcript_ID	P41189	Large ribosomal subunit protein bL12	38.6	0.5789473684210527	1.056	3.61e-18	Q6I629	0.715000	0.833000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI028428	LITCHI028428.m2	419	b0adc311a6e95ba7ac536180990a565d	longest_CDS_then_lexicographic_transcript_ID	O82653	GTP-binding protein ERG	62.2	1.0477326968973748	1.0045766590389016	8.11e-176	Q6ZJ99	0.888000	0.863000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI028584	LITCHI028584.m4	464	82889e2c6a7e2fa4d51978507d0845e2	longest_CDS_then_lexicographic_transcript_ID	Q9SA77	UDP-arabinose 4-epimerase 1	81.0	0.8836206896551724	0.9785202863961814	6.77e-246	Q8H0B2	0.851000	0.978000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI028716	LITCHI028716.m1	1626	682db0ce7104badc65bf4eec2f287ae1	longest_CDS_then_lexicographic_transcript_ID	Q8RXD4	Protein BREAST CANCER SUSCEPTIBILITY 1 homolog	37.5	0.6359163591635917	1.0988310308182785	4.57e-168				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI028717	LITCHI028717.m1	167	b7668c6958f0cf5c87318830860c65c2	longest_CDS_then_lexicographic_transcript_ID	Q8RX71	BAG family molecular chaperone regulator 4	36.4	0.9041916167664671	0.5613382899628253	9.26e-21				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI028799	LITCHI028799.m1	111	e62ced3a3534a209835c98e23a424146	longest_CDS_then_lexicographic_transcript_ID	Q8VYI5	VQ motif-containing protein 10	37.9	0.9279279279279279	0.9537037037037037	4.99e-10				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI028926	LITCHI028926.m2	758	fb33f7f8fe4148b60d1e4f6b2b7f3812	longest_CDS_then_lexicographic_transcript_ID	Q8L6Z7	Exonuclease 1	53.3	1.0145118733509235	1.0462585034013605	1.66e-242	Q60GC1	0.967000	0.834000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI028928	LITCHI028928.m2	282	81c1fb1825564bbb628256f00e965217	longest_CDS_then_lexicographic_transcript_ID	Q2V3H0	Pentatricopeptide repeat-containing protein At4g18975, chloroplastic	72.9	0.7446808510638298	0.7317073170731707	3.42e-108				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI029020	LITCHI029020.m1	494	31866a4883b9c2b12da3759b4ff7e589	longest_CDS_then_lexicographic_transcript_ID	Q9SN43	CBL-interacting serine/threonine-protein kinase 12	84.9	0.8846153846153846	0.8936605316973415	1.84e-268	Q68Y49	0.874000	0.909000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI029021	LITCHI029021.m1	449	6b01d1b8b0073a6105e9eac71979bc60	longest_CDS_then_lexicographic_transcript_ID	Q9FJ54	CBL-interacting serine/threonine-protein kinase 20	68.5	0.9955456570155902	1.0182232346241458	1.50e-222	Q9LWM4	0.991000	0.950000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI029066	LITCHI029066.m1	365	6ee26936a8e879b51c2e699905c06f6f	longest_CDS_then_lexicographic_transcript_ID	O22960	Protein trichome birefringence-like 37	73.4	0.9068493150684932	0.8597402597402597	1.19e-191				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI029373	LITCHI029373.m1	479	d4f1e3aba3b9865175d0b7a21949d4dd	longest_CDS_then_lexicographic_transcript_ID	Q94JL3	Transcription factor bHLH112	42.7	0.7578288100208769	0.9236641221374046	8.99e-58				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI029443	LITCHI029443.m1	325	9751360b53be46cb32e3d8c8968a3315	longest_CDS_then_lexicographic_transcript_ID	Q8LPI0	Putative cysteine-rich receptor-like protein kinase At4g11521	36.7	0.7723076923076924	0.9471698113207547	8.88e-53				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI029495	LITCHI029495.m1	330	0badc531d7f1cc23737638d43ebec414	longest_CDS_then_lexicographic_transcript_ID	O65469	Putative cysteine-rich receptor-like protein kinase 9	32.8	0.703030303030303	0.8754716981132076	3.09e-34	A0A0P0W7P3	0.827000	0.854000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI029534	LITCHI029534.m1	359	3c1ee7dde1f44a3c38a6465b3923f93a	longest_CDS_then_lexicographic_transcript_ID	F6H7K5	Thiamine thiazole synthase 2, chloroplastic	86.1	1.0	1.0112676056338028	2.95e-211				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI029667	LITCHI029667.m1	745	bd36b8dab43e0636b61f2c2800803423	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI029789	LITCHI029789.m1	227	fbf6422fbcd1548bd505e583d0cd2339	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI030216	LITCHI030216.m1	805	a56c9df622da288a095a4f35b446e974	longest_CDS_then_lexicographic_transcript_ID	Q9LVJ1	Subtilisin-like protease SBT1.4	66.0	0.9304347826086956	0.963963963963964	0.0	A0A0P0VQ78	0.865000	0.908000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI030334	LITCHI030334.m1	605	0ed0189ff90b6e2b395626d25518752c	longest_CDS_then_lexicographic_transcript_ID	Q9FIJ0	Respiratory burst oxidase homolog protein D	67.8	1.0214876033057851	0.6710097719869706	5.97e-306				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030349	LITCHI030349.m3	1002	65e47336e9252de926c811e2ebb98953	longest_CDS_then_lexicographic_transcript_ID	P0C8S1	Probable disease resistance RPP8-like protein 2	31.3	0.7844311377245509	0.8675496688741722	1.19e-64				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030441	LITCHI030441.m1	505	4d59b7fa75a7d54cca416240e617de0c	longest_CDS_then_lexicographic_transcript_ID	P29677	Mitochondrial-processing peptidase subunit alpha	67.7	1.0	1.001984126984127	7.05e-242				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030520	LITCHI030520.m1	934	3499cf7b85a7573ba91a43381b7daadb	longest_CDS_then_lexicographic_transcript_ID	F4J1H7	tRNAse Z TRZ4, mitochondrial	68.3	0.9143468950749465	0.9065817409766455	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030689	LITCHI030689.m1	188	0803c9a73bd5f3c4cc4c6a62bc741012	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI030690	LITCHI030690.m2	304	587ce56820c8176fd5e16d312b05ffe8	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI030745	LITCHI030745.m1	609	d7e9119ab5e49db0ca3144a14317ca66	longest_CDS_then_lexicographic_transcript_ID	A0A0N9HQ36	Deoxypodophyllotoxin synthase	49.0	0.5123152709359606	1.0064516129032257	9.73e-96				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI030761	LITCHI030761.m1	329	f3baf2cffe7258fe36f509dcf6fc0911	longest_CDS_then_lexicographic_transcript_ID	Q9C942	Caffeoylshikimate esterase	78.6	1.0091185410334347	1.0	2.40e-199	A0A0P0VG76	0.936000	0.915000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI030763	LITCHI030763.m1	903	012d07179308ebaac2f3f4ed50d09aa4	longest_CDS_then_lexicographic_transcript_ID	Q8RXS5	Probable disease resistance protein At5g63020	40.6	1.0066445182724253	1.0236486486486487	3.93e-205				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030858	LITCHI030858.m1	208	98f6cd887aaddd6b9e830383fa2cd72f	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI030862	LITCHI030862.m1	240	ec2840003f2b3ef7d853efa521455127	longest_CDS_then_lexicographic_transcript_ID	Q9SSQ8	26.5 kDa heat shock protein, mitochondrial	54.5	1.025	1.0603448275862069	1.19e-77				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI030869	LITCHI030869.m1	817	d2e69872f9bdae0ba068ec4302911c69	longest_CDS_then_lexicographic_transcript_ID	Q8RWZ5	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5	53.2	0.988984088127295	0.9841656516443362	2.37e-287	Q0DC23	0.965000	0.933000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI031005	LITCHI031005.m1	801	fa3ee5512f073eda0842690a1f8a389d	longest_CDS_then_lexicographic_transcript_ID	Q2QYH7	Cytochrome P450 714C2	54.1	0.6117353308364545	0.9386973180076629	1.34e-188				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI031010	LITCHI031010.m1	374	18bb2d59d2c2a2b985b15bcb74209fbc	longest_CDS_then_lexicographic_transcript_ID	Q96EX2	E3 ubiquitin-protein ligase RNFT2	29.8	0.7887700534759359	0.6644144144144144	2.02e-37				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI031097	LITCHI031097.m1	427	5dd83e68aad6bbd039bedf9c59a9f5f3	longest_CDS_then_lexicographic_transcript_ID	O22932	CBL-interacting serine/threonine-protein kinase 11	68.1	0.990632318501171	0.9724137931034482	2.66e-202				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI031200	LITCHI031200.m1	334	6feef959f0c26aba8c28410b43787c9f	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI031372	LITCHI031372.m1	425	ef26797c7ba5243fbf1e761b307ff5b5	longest_CDS_then_lexicographic_transcript_ID	Q9FLD7	Beta-glucuronosyltransferase GlcAT14A	44.6	0.8494117647058823	0.8076062639821029	1.15e-107	A0A0P0W8A9	0.824000	0.835000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI031448	LITCHI031448.m1	765	daa6c60ba66dc5fa5e773ded6920b53a	longest_CDS_then_lexicographic_transcript_ID	P0DXI2	Tirucalla-7,24-dien-3beta-ol synthase OSC2	67.4	0.9973856209150327	1.0013123359580052	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI031732	LITCHI031732.m1	538	19f2ab80f792529b16cd9280464dfe83	longest_CDS_then_lexicographic_transcript_ID	B3H672	Pentatricopeptide repeat-containing protein At4g17616	53.2	0.9962825278810409	0.7952522255192879	3.38e-178	A0A0P0X5X6	0.784000	0.735000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
