gene_id	contig	strand	tss_1based	window_bp	start_0based	end_0based	sequence_length	fraction_non_n	gc_fraction	mean_normalized_count	uniform_gene_qc_status	frozen_gene
LITCHI019863	HOST_Chr12	-	4784159	2000	4784159	4786159	2000	1.0	0.27	nan	FAIL	False
LITCHI019864	HOST_Chr12	+	4821507	1000	4820506	4821506	1000	1.0	0.295	nan	FAIL	False
LITCHI019864	HOST_Chr12	+	4821507	2000	4819506	4821506	2000	1.0	0.3455	nan	FAIL	False
LITCHI019865	HOST_Chr12	-	4826982	1000	4826982	4827982	1000	1.0	0.356	nan	FAIL	False
LITCHI019865	HOST_Chr12	-	4826982	2000	4826982	4828982	2000	1.0	0.364	nan	FAIL	False
LITCHI019866	HOST_Chr12	-	4827485	1000	4827485	4828485	1000	1.0	0.346	nan	FAIL	False
LITCHI019866	HOST_Chr12	-	4827485	2000	4827485	4829485	2000	1.0	0.337	nan	FAIL	False
LITCHI019867	HOST_Chr12	+	4844849	1000	4843848	4844848	1000	1.0	0.25	174.74751452341496	FAIL	False
LITCHI019867	HOST_Chr12	+	4844849	2000	4842848	4844848	2000	1.0	0.2195	174.74751452341496	FAIL	False
LITCHI019868	HOST_Chr12	-	4854303	1000	4854303	4855303	1000	1.0	0.208	nan	FAIL	False
LITCHI019868	HOST_Chr12	-	4854303	2000	4854303	4856303	2000	1.0	0.272	nan	FAIL	False
LITCHI019869	HOST_Chr12	+	4858295	1000	4857294	4858294	1000	1.0	0.259	277.31557150406474	FAIL	False
LITCHI019869	HOST_Chr12	+	4858295	2000	4856294	4858294	2000	1.0	0.2865	277.31557150406474	FAIL	False
LITCHI019870	HOST_Chr12	-	4875689	1000	4875689	4876689	1000	1.0	0.284	10.995823879521282	FAIL	False
LITCHI019870	HOST_Chr12	-	4875689	2000	4875689	4877689	2000	1.0	0.2685	10.995823879521282	FAIL	False
LITCHI019871	HOST_Chr12	-	4892739	1000	4892739	4893739	1000	1.0	0.381	nan	FAIL	False
LITCHI019871	HOST_Chr12	-	4892739	2000	4892739	4894739	2000	1.0	0.2915	nan	FAIL	False
LITCHI019872	HOST_Chr12	+	4895260	1000	4894259	4895259	1000	1.0	0.23	7.98193858889895	FAIL	False
LITCHI019872	HOST_Chr12	+	4895260	2000	4893259	4895259	2000	1.0	0.261	7.98193858889895	FAIL	False
LITCHI019873	HOST_Chr12	+	4896078	1000	4895077	4896077	1000	1.0	0.366	4.39728931811246	FAIL	False
LITCHI019873	HOST_Chr12	+	4896078	2000	4894077	4896077	2000	1.0	0.2945	4.39728931811246	FAIL	False
LITCHI019874	HOST_Chr12	+	4897024	1000	4896023	4897023	1000	1.0	0.38	20.418689373030578	FAIL	False
LITCHI019874	HOST_Chr12	+	4897024	2000	4895023	4897023	2000	1.0	0.3715	20.418689373030578	FAIL	False
LITCHI019875	HOST_Chr12	-	4934561	1000	4934561	4935561	1000	1.0	0.278	81.65347487886052	FAIL	False
LITCHI019875	HOST_Chr12	-	4934561	2000	4934561	4936561	2000	1.0	0.317	81.65347487886052	FAIL	False
LITCHI019876	HOST_Chr12	-	4990357	1000	4990357	4991357	1000	1.0	0.391	8.261073274389394	FAIL	False
LITCHI019876	HOST_Chr12	-	4990357	2000	4990357	4992357	2000	1.0	0.3015	8.261073274389394	FAIL	False
LITCHI019877	HOST_Chr12	+	4997983	1000	4996982	4997982	1000	1.0	0.389	nan	FAIL	False
LITCHI019877	HOST_Chr12	+	4997983	2000	4995982	4997982	2000	1.0	0.3835	nan	FAIL	False
LITCHI019878	HOST_Chr12	+	4998947	1000	4997946	4998946	1000	1.0	0.442	81.75716915224902	FAIL	False
LITCHI019878	HOST_Chr12	+	4998947	2000	4996946	4998946	2000	1.0	0.415	81.75716915224902	FAIL	False
LITCHI019879	HOST_Chr12	+	5038262	1000	5037261	5038261	1000	0.5	0.328	19.455378587133225	FAIL	False
LITCHI019879	HOST_Chr12	+	5038262	2000	5036261	5038261	2000	0.75	0.32266666666666666	19.455378587133225	FAIL	False
LITCHI019880	HOST_Chr12	+	5054547	1000	5053546	5054546	1000	1.0	0.289	9.702663966894486	FAIL	False
LITCHI019880	HOST_Chr12	+	5054547	2000	5052546	5054546	2000	1.0	0.271	9.702663966894486	FAIL	False
LITCHI019881	HOST_Chr12	-	5080996	1000	5080996	5081996	1000	1.0	0.332	nan	FAIL	False
LITCHI019881	HOST_Chr12	-	5080996	2000	5080996	5082996	2000	1.0	0.345	nan	FAIL	False
LITCHI019882	HOST_Chr12	-	5083298	1000	5083298	5084298	1000	1.0	0.38	nan	FAIL	False
LITCHI019882	HOST_Chr12	-	5083298	2000	5083298	5085298	2000	1.0	0.35	nan	FAIL	False
LITCHI019883	HOST_Chr12	-	5095980	1000	5095980	5096980	1000	1.0	0.389	439.79196563457685	FAIL	False
LITCHI019883	HOST_Chr12	-	5095980	2000	5095980	5097980	2000	1.0	0.3435	439.79196563457685	FAIL	False
LITCHI019884	HOST_Chr12	-	5102670	1000	5102670	5103670	1000	1.0	0.299	nan	FAIL	False
LITCHI019884	HOST_Chr12	-	5102670	2000	5102670	5104670	2000	1.0	0.2975	nan	FAIL	False
LITCHI019885	HOST_Chr12	-	5111173	1000	5111173	5112173	1000	1.0	0.279	174.30989781337368	FAIL	False
LITCHI019885	HOST_Chr12	-	5111173	2000	5111173	5113173	2000	1.0	0.2605	174.30989781337368	FAIL	False
LITCHI019886	HOST_Chr12	-	5193450	1000	5193450	5194450	1000	1.0	0.276	590.9337008249008	FAIL	False
LITCHI019886	HOST_Chr12	-	5193450	2000	5193450	5195450	2000	1.0	0.309	590.9337008249008	FAIL	False
LITCHI019887	HOST_Chr12	-	5231290	1000	5231290	5232290	1000	1.0	0.277	311.10336171724583	PASS	False
LITCHI019887	HOST_Chr12	-	5231290	2000	5231290	5233290	2000	1.0	0.316	311.10336171724583	PASS	False
LITCHI019888	HOST_Chr12	+	5264101	1000	5263100	5264100	1000	1.0	0.263	1886.8905046756108	PASS	False
LITCHI019888	HOST_Chr12	+	5264101	2000	5262100	5264100	2000	1.0	0.2925	1886.8905046756108	PASS	False
LITCHI019889	HOST_Chr12	-	5283425	1000	5283425	5284425	1000	1.0	0.371	194.0081910552837	PASS	False
LITCHI019889	HOST_Chr12	-	5283425	2000	5283425	5285425	2000	1.0	0.326	194.0081910552837	PASS	False
LITCHI019890	HOST_Chr12	+	5463863	1000	5462862	5463862	1000	1.0	0.23	nan	FAIL	False
LITCHI019890	HOST_Chr12	+	5463863	2000	5461862	5463862	2000	1.0	0.2235	nan	FAIL	False
LITCHI019891	HOST_Chr12	+	5465156	1000	5464155	5465155	1000	1.0	0.281	5.124769239399992	FAIL	False
LITCHI019891	HOST_Chr12	+	5465156	2000	5463155	5465155	2000	1.0	0.2825	5.124769239399992	FAIL	False
LITCHI019892	HOST_Chr12	+	5598131	1000	5597130	5598130	1000	1.0	0.246	595.2547919823945	PASS	False
LITCHI019892	HOST_Chr12	+	5598131	2000	5596130	5598130	2000	1.0	0.2625	595.2547919823945	PASS	False
LITCHI019893	HOST_Chr12	-	5624487	1000	5624487	5625487	1000	1.0	0.233	267.73076508370355	PASS	False
LITCHI019893	HOST_Chr12	-	5624487	2000	5624487	5626487	2000	1.0	0.267	267.73076508370355	PASS	False
LITCHI019894	HOST_Chr12	+	5706931	1000	5705930	5706930	1000	1.0	0.377	4.857671179996588	PASS	False
LITCHI019894	HOST_Chr12	+	5706931	2000	5704930	5706930	2000	1.0	0.3125	4.857671179996588	PASS	False
LITCHI019895	HOST_Chr12	+	5708466	1000	5707465	5708465	1000	1.0	0.37	25.41197001354252	PASS	False
LITCHI019895	HOST_Chr12	+	5708466	2000	5706465	5708465	2000	1.0	0.3815	25.41197001354252	PASS	False
LITCHI019896	HOST_Chr12	+	5720192	1000	5719191	5720191	1000	1.0	0.233	nan	PASS	False
LITCHI019896	HOST_Chr12	+	5720192	2000	5718191	5720191	2000	1.0	0.2575	nan	PASS	False
LITCHI019897	HOST_Chr12	+	5781308	1000	5780307	5781307	1000	1.0	0.242	176.8103579912359	PASS	False
LITCHI019897	HOST_Chr12	+	5781308	2000	5779307	5781307	2000	1.0	0.269	176.8103579912359	PASS	False
LITCHI019898	HOST_Chr12	+	5802076	1000	5801075	5802075	1000	1.0	0.216	nan	PASS	False
LITCHI019898	HOST_Chr12	+	5802076	2000	5800075	5802075	2000	1.0	0.247	nan	PASS	False
LITCHI019899	HOST_Chr12	+	5806884	1000	5805883	5806883	1000	1.0	0.312	nan	PASS	False
LITCHI019899	HOST_Chr12	+	5806884	2000	5804883	5806883	2000	1.0	0.3235	nan	PASS	False
LITCHI019900	HOST_Chr12	-	5853167	1000	5853167	5854167	1000	1.0	0.305	169.33212119052882	PASS	False
LITCHI019900	HOST_Chr12	-	5853167	2000	5853167	5855167	2000	1.0	0.3615	169.33212119052882	PASS	False
LITCHI019901	HOST_Chr12	-	5877084	1000	5877084	5878084	1000	1.0	0.318	214.46636607988907	PASS	False
LITCHI019901	HOST_Chr12	-	5877084	2000	5877084	5879084	2000	1.0	0.31	214.46636607988907	PASS	False
LITCHI019902	HOST_Chr12	+	5877280	1000	5876279	5877279	1000	1.0	0.329	nan	PASS	False
LITCHI019902	HOST_Chr12	+	5877280	2000	5875279	5877279	2000	1.0	0.3815	nan	PASS	False
LITCHI019903	HOST_Chr12	+	5878237	1000	5877236	5878236	1000	1.0	0.319	nan	PASS	False
LITCHI019903	HOST_Chr12	+	5878237	2000	5876236	5878236	2000	1.0	0.3335	nan	PASS	False
LITCHI019904	HOST_Chr12	-	5911037	1000	5911037	5912037	1000	1.0	0.351	nan	FAIL	False
LITCHI019904	HOST_Chr12	-	5911037	2000	5911037	5913037	2000	1.0	0.366	nan	FAIL	False
LITCHI019905	HOST_Chr12	-	5916843	1000	5916843	5917843	1000	1.0	0.39	nan	FAIL	False
LITCHI019905	HOST_Chr12	-	5916843	2000	5916843	5918843	2000	1.0	0.36	nan	FAIL	False
LITCHI019906	HOST_Chr12	-	5947093	1000	5947093	5948093	1000	1.0	0.276	nan	PASS	False
LITCHI019906	HOST_Chr12	-	5947093	2000	5947093	5949093	2000	1.0	0.247	nan	PASS	False
LITCHI019907	HOST_Chr12	+	5984708	1000	5983707	5984707	1000	1.0	0.305	nan	FAIL	False
LITCHI019907	HOST_Chr12	+	5984708	2000	5982707	5984707	2000	1.0	0.2805	nan	FAIL	False
LITCHI019908	HOST_Chr12	+	6005859	1000	6004858	6005858	1000	1.0	0.362	nan	PASS	False
LITCHI019908	HOST_Chr12	+	6005859	2000	6003858	6005858	2000	1.0	0.3185	nan	PASS	False
LITCHI019909	HOST_Chr12	+	6015772	1000	6014771	6015771	1000	1.0	0.438	nan	FAIL	False
LITCHI019909	HOST_Chr12	+	6015772	2000	6013771	6015771	2000	1.0	0.4265	nan	FAIL	False
LITCHI019910	HOST_Chr12	+	6017296	1000	6016295	6017295	1000	1.0	0.338	nan	FAIL	False
LITCHI019910	HOST_Chr12	+	6017296	2000	6015295	6017295	2000	1.0	0.3575	nan	FAIL	False
LITCHI019911	HOST_Chr12	-	6024482	1000	6024482	6025482	1000	1.0	0.361	nan	FAIL	False
LITCHI019911	HOST_Chr12	-	6024482	2000	6024482	6026482	2000	1.0	0.408	nan	FAIL	False
LITCHI019912	HOST_Chr12	+	6059526	1000	6058525	6059525	1000	1.0	0.27	nan	PASS	False
LITCHI019912	HOST_Chr12	+	6059526	2000	6057525	6059525	2000	1.0	0.266	nan	PASS	False
LITCHI019913	HOST_Chr12	-	6149067	1000	6149067	6150067	1000	1.0	0.325	457.2617732553876	PASS	False
LITCHI019913	HOST_Chr12	-	6149067	2000	6149067	6151067	2000	1.0	0.3135	457.2617732553876	PASS	False
LITCHI019914	HOST_Chr12	-	6166075	1000	6166075	6167075	1000	1.0	0.198	86.41324151100437	FAIL	False
LITCHI019914	HOST_Chr12	-	6166075	2000	6166075	6168075	2000	1.0	0.219	86.41324151100437	FAIL	False
LITCHI019915	HOST_Chr12	+	6161435	1000	6160434	6161434	1000	1.0	0.354	nan	FAIL	False
LITCHI019915	HOST_Chr12	+	6161435	2000	6159434	6161434	2000	1.0	0.31	nan	FAIL	False
LITCHI019916	HOST_Chr12	+	6190056	1000	6189055	6190055	1000	1.0	0.197	20.42754225382935	FAIL	False
LITCHI019916	HOST_Chr12	+	6190056	2000	6188055	6190055	2000	1.0	0.2295	20.42754225382935	FAIL	False
LITCHI019917	HOST_Chr12	-	6195635	1000	6195635	6196635	1000	1.0	0.419	9.34680191292719	PASS	False
LITCHI019917	HOST_Chr12	-	6195635	2000	6195635	6197635	2000	1.0	0.444	9.34680191292719	PASS	False
LITCHI019918	HOST_Chr12	+	6221729	1000	6220728	6221728	1000	1.0	0.349	nan	FAIL	False
LITCHI019918	HOST_Chr12	+	6221729	2000	6219728	6221728	2000	1.0	0.3555	nan	FAIL	False
LITCHI019919	HOST_Chr12	+	6265949	1000	6264948	6265948	1000	1.0	0.295	nan	FAIL	False
LITCHI019919	HOST_Chr12	+	6265949	2000	6263948	6265948	2000	1.0	0.2555	nan	FAIL	False
LITCHI019920	HOST_Chr12	+	6295313	1000	6294312	6295312	1000	1.0	0.294	29.6629040784169	FAIL	False
LITCHI019920	HOST_Chr12	+	6295313	2000	6293312	6295312	2000	1.0	0.3015	29.6629040784169	FAIL	False
LITCHI019921	HOST_Chr12	-	6300651	1000	6300651	6301651	1000	1.0	0.276	61.1348889997658	PASS	False
LITCHI019921	HOST_Chr12	-	6300651	2000	6300651	6302651	2000	1.0	0.266	61.1348889997658	PASS	False
LITCHI019922	HOST_Chr12	-	6323067	1000	6323067	6324067	1000	1.0	0.36	nan	PASS	False
LITCHI019922	HOST_Chr12	-	6323067	2000	6323067	6325067	2000	1.0	0.349	nan	PASS	False
LITCHI019923	HOST_Chr12	-	6328789	1000	6328789	6329789	1000	1.0	0.281	nan	PASS	False
LITCHI019923	HOST_Chr12	-	6328789	2000	6328789	6330789	2000	1.0	0.293	nan	PASS	False
LITCHI019924	HOST_Chr12	+	6340210	1000	6339209	6340209	1000	1.0	0.188	8.89173480587998	PASS	False
LITCHI019924	HOST_Chr12	+	6340210	2000	6338209	6340209	2000	1.0	0.224	8.89173480587998	PASS	False
LITCHI019925	HOST_Chr12	-	6345891	1000	6345891	6346891	1000	1.0	0.226	nan	PASS	False
LITCHI019925	HOST_Chr12	-	6345891	2000	6345891	6347891	2000	1.0	0.2335	nan	PASS	False
LITCHI019926	HOST_Chr12	-	6358885	1000	6358885	6359885	1000	1.0	0.319	nan	PASS	False
LITCHI019926	HOST_Chr12	-	6358885	2000	6358885	6360885	2000	1.0	0.3115	nan	PASS	False
LITCHI019927	HOST_Chr12	-	6372463	1000	6372463	6373463	1000	1.0	0.321	nan	PASS	False
LITCHI019927	HOST_Chr12	-	6372463	2000	6372463	6374463	2000	1.0	0.317	nan	PASS	False
LITCHI019928	HOST_Chr12	+	6397370	1000	6396369	6397369	1000	1.0	0.369	nan	PASS	False
LITCHI019928	HOST_Chr12	+	6397370	2000	6395369	6397369	2000	1.0	0.35	nan	PASS	False
LITCHI019929	HOST_Chr12	-	6445099	1000	6445099	6446099	1000	1.0	0.381	nan	FAIL	False
LITCHI019929	HOST_Chr12	-	6445099	2000	6445099	6447099	2000	1.0	0.3685	nan	FAIL	False
LITCHI019930	HOST_Chr12	+	6445067	1000	6444066	6445066	1000	1.0	0.295	25.60701185948715	FAIL	False
LITCHI019930	HOST_Chr12	+	6445067	2000	6443066	6445066	2000	1.0	0.382	25.60701185948715	FAIL	False
LITCHI019931	HOST_Chr12	-	6457551	1000	6457551	6458551	1000	1.0	0.333	87.5812111382026	PASS	False
LITCHI019931	HOST_Chr12	-	6457551	2000	6457551	6459551	2000	1.0	0.358	87.5812111382026	PASS	False
LITCHI019932	HOST_Chr12	-	6475696	1000	6475696	6476696	1000	1.0	0.277	184.42772538890324	PASS	False
LITCHI019932	HOST_Chr12	-	6475696	2000	6475696	6477696	2000	1.0	0.257	184.42772538890324	PASS	False
LITCHI019933	HOST_Chr12	-	6490533	1000	6490533	6491533	1000	1.0	0.35	16.544211384958757	PASS	False
LITCHI019933	HOST_Chr12	-	6490533	2000	6490533	6492533	2000	1.0	0.3185	16.544211384958757	PASS	False
LITCHI019934	HOST_Chr12	-	6527514	1000	6527514	6528514	1000	1.0	0.332	nan	PASS	False
LITCHI019934	HOST_Chr12	-	6527514	2000	6527514	6529514	2000	1.0	0.3415	nan	PASS	False
LITCHI019935	HOST_Chr12	+	6539703	1000	6538702	6539702	1000	1.0	0.176	613.0605383646423	FAIL	False
LITCHI019935	HOST_Chr12	+	6539703	2000	6537702	6539702	2000	1.0	0.2845	613.0605383646423	FAIL	False
LITCHI019936	HOST_Chr12	+	6572946	1000	6571945	6572945	1000	1.0	0.258	771.9178163662937	FAIL	False
LITCHI019936	HOST_Chr12	+	6572946	2000	6570945	6572945	2000	1.0	0.2875	771.9178163662937	FAIL	False
LITCHI019937	HOST_Chr12	+	6600367	1000	6599366	6600366	1000	1.0	0.179	38.10665106252212	FAIL	False
LITCHI019937	HOST_Chr12	+	6600367	2000	6598366	6600366	2000	1.0	0.2875	38.10665106252212	FAIL	False
LITCHI019938	HOST_Chr12	+	6620589	1000	6619588	6620588	1000	1.0	0.17	293.8313308213198	FAIL	True
LITCHI019938	HOST_Chr12	+	6620589	2000	6618588	6620588	2000	1.0	0.289	293.8313308213198	FAIL	True
LITCHI019939	HOST_Chr12	+	6645764	1000	6644763	6645763	1000	1.0	0.335	85.21456093971534	FAIL	False
LITCHI019939	HOST_Chr12	+	6645764	2000	6643763	6645763	2000	1.0	0.355	85.21456093971534	FAIL	False
LITCHI019940	HOST_Chr12	+	6662929	1000	6661928	6662928	1000	1.0	0.34	29.975799021703168	FAIL	False
LITCHI019940	HOST_Chr12	+	6662929	2000	6660928	6662928	2000	1.0	0.33	29.975799021703168	FAIL	False
LITCHI019941	HOST_Chr12	+	6673012	1000	6672011	6673011	1000	1.0	0.294	15.545507511333632	FAIL	False
LITCHI019941	HOST_Chr12	+	6673012	2000	6671011	6673011	2000	1.0	0.3065	15.545507511333632	FAIL	False
LITCHI019942	HOST_Chr12	+	6690678	1000	6689677	6690677	1000	1.0	0.328	9.220291257589524	FAIL	False
LITCHI019942	HOST_Chr12	+	6690678	2000	6688677	6690677	2000	1.0	0.33	9.220291257589524	FAIL	False
LITCHI019943	HOST_Chr12	+	6705118	1000	6704117	6705117	1000	1.0	0.379	87.80708213049225	FAIL	False
LITCHI019943	HOST_Chr12	+	6705118	2000	6703117	6705117	2000	1.0	0.3225	87.80708213049225	FAIL	False
LITCHI019944	HOST_Chr12	+	6722624	1000	6721623	6722623	1000	1.0	0.384	9.002311634653992	FAIL	False
LITCHI019944	HOST_Chr12	+	6722624	2000	6720623	6722623	2000	1.0	0.3985	9.002311634653992	FAIL	False
LITCHI019945	HOST_Chr12	-	6767325	1000	6767325	6768325	1000	1.0	0.398	nan	FAIL	False
LITCHI019945	HOST_Chr12	-	6767325	2000	6767325	6769325	2000	1.0	0.347	nan	FAIL	False
LITCHI019946	HOST_Chr12	-	6768481	1000	6768481	6769481	1000	1.0	0.302	nan	PASS	False
LITCHI019946	HOST_Chr12	-	6768481	2000	6768481	6770481	2000	1.0	0.2525	nan	PASS	False
LITCHI019947	HOST_Chr12	+	6781988	1000	6780987	6781987	1000	1.0	0.214	271.47171056712364	PASS	False
LITCHI019947	HOST_Chr12	+	6781988	2000	6779987	6781987	2000	1.0	0.295	271.47171056712364	PASS	False
LITCHI019948	HOST_Chr12	-	6861473	1000	6861473	6862473	1000	1.0	0.35	157.7597348811981	FAIL	False
LITCHI019948	HOST_Chr12	-	6861473	2000	6861473	6863473	2000	1.0	0.3315	157.7597348811981	FAIL	False
LITCHI019949	HOST_Chr12	+	6934786	1000	6933785	6934785	1000	1.0	0.261	960.3427971566455	PASS	False
LITCHI019949	HOST_Chr12	+	6934786	2000	6932785	6934785	2000	1.0	0.32	960.3427971566455	PASS	False
LITCHI019950	HOST_Chr12	-	6979112	1000	6979112	6980112	1000	1.0	0.265	13.029354604655769	PASS	False
LITCHI019950	HOST_Chr12	-	6979112	2000	6979112	6981112	2000	1.0	0.306	13.029354604655769	PASS	False
LITCHI019951	HOST_Chr12	+	6995822	1000	6994821	6995821	1000	1.0	0.251	541.3379084958019	PASS	False
LITCHI019951	HOST_Chr12	+	6995822	2000	6993821	6995821	2000	1.0	0.27	541.3379084958019	PASS	False
LITCHI019952	HOST_Chr12	+	7051176	1000	7050175	7051175	1000	1.0	0.247	1052.4383177205934	PASS	False
LITCHI019952	HOST_Chr12	+	7051176	2000	7049175	7051175	2000	1.0	0.2925	1052.4383177205934	PASS	False
LITCHI019953	HOST_Chr12	+	7065946	1000	7064945	7065945	1000	1.0	0.232	nan	FAIL	False
LITCHI019953	HOST_Chr12	+	7065946	2000	7063945	7065945	2000	1.0	0.249	nan	FAIL	False
LITCHI019954	HOST_Chr12	+	7089081	1000	7088080	7089080	1000	1.0	0.295	3.3303014553182972	FAIL	False
LITCHI019954	HOST_Chr12	+	7089081	2000	7087080	7089080	2000	1.0	0.357	3.3303014553182972	FAIL	False
LITCHI019955	HOST_Chr12	-	7214964	1000	7214964	7215964	1000	1.0	0.227	122.87006137458401	PASS	False
LITCHI019955	HOST_Chr12	-	7214964	2000	7214964	7216964	2000	1.0	0.2135	122.87006137458401	PASS	False
LITCHI019956	HOST_Chr12	-	7264442	1000	7264442	7265442	1000	1.0	0.286	250.508990121243	PASS	False
LITCHI019956	HOST_Chr12	-	7264442	2000	7264442	7266442	2000	1.0	0.2805	250.508990121243	PASS	False
LITCHI019957	HOST_Chr12	+	7303482	1000	7302481	7303481	1000	1.0	0.184	120.33050244996315	PASS	False
LITCHI019957	HOST_Chr12	+	7303482	2000	7301481	7303481	2000	1.0	0.2175	120.33050244996315	PASS	False
LITCHI019958	HOST_Chr12	+	7314394	1000	7313393	7314393	1000	1.0	0.292	1469.8889986272502	PASS	False
LITCHI019958	HOST_Chr12	+	7314394	2000	7312393	7314393	2000	1.0	0.289	1469.8889986272502	PASS	False
LITCHI019959	HOST_Chr12	+	7342390	1000	7341389	7342389	1000	1.0	0.264	503.5928795307506	PASS	False
LITCHI019959	HOST_Chr12	+	7342390	2000	7340389	7342389	2000	1.0	0.2865	503.5928795307506	PASS	False
LITCHI019960	HOST_Chr12	+	7366074	1000	7365073	7366073	1000	1.0	0.196	206.11321900149568	PASS	False
LITCHI019960	HOST_Chr12	+	7366074	2000	7364073	7366073	2000	1.0	0.2265	206.11321900149568	PASS	False
LITCHI019961	HOST_Chr12	-	7378596	1000	7378596	7379596	1000	1.0	0.267	4.877906483371925	PASS	False
LITCHI019961	HOST_Chr12	-	7378596	2000	7378596	7380596	2000	1.0	0.2965	4.877906483371925	PASS	False
LITCHI019962	HOST_Chr12	-	7417715	1000	7417715	7418715	1000	1.0	0.244	nan	PASS	False
LITCHI019962	HOST_Chr12	-	7417715	2000	7417715	7419715	2000	1.0	0.2675	nan	PASS	False
LITCHI019963	HOST_Chr12	+	7426808	1000	7425807	7426807	1000	1.0	0.256	nan	PASS	False
LITCHI019963	HOST_Chr12	+	7426808	2000	7424807	7426807	2000	1.0	0.2715	nan	PASS	False
LITCHI019964	HOST_Chr12	-	7442045	1000	7442045	7443045	1000	1.0	0.217	196.78512392143506	PASS	False
LITCHI019964	HOST_Chr12	-	7442045	2000	7442045	7444045	2000	1.0	0.2595	196.78512392143506	PASS	False
LITCHI019965	HOST_Chr12	-	7459998	1000	7459998	7460998	1000	1.0	0.217	3328.4121415826685	PASS	False
LITCHI019965	HOST_Chr12	-	7459998	2000	7459998	7461998	2000	1.0	0.2025	3328.4121415826685	PASS	False
LITCHI019966	HOST_Chr12	+	7450665	1000	7449664	7450664	1000	1.0	0.34	nan	PASS	False
LITCHI019966	HOST_Chr12	+	7450665	2000	7448664	7450664	2000	1.0	0.344	nan	PASS	False
LITCHI019967	HOST_Chr12	-	7489540	1000	7489540	7490540	1000	1.0	0.316	nan	PASS	False
LITCHI019967	HOST_Chr12	-	7489540	2000	7489540	7491540	2000	1.0	0.308	nan	PASS	False
LITCHI019968	HOST_Chr12	-	7498303	1000	7498303	7499303	1000	1.0	0.351	121.51523467858293	PASS	False
LITCHI019968	HOST_Chr12	-	7498303	2000	7498303	7500303	2000	1.0	0.3445	121.51523467858293	PASS	False
LITCHI019969	HOST_Chr12	+	7521799	1000	7520798	7521798	1000	1.0	0.416	nan	FAIL	False
LITCHI019969	HOST_Chr12	+	7521799	2000	7519798	7521798	2000	1.0	0.4335	nan	FAIL	False
LITCHI019970	HOST_Chr12	-	7532730	1000	7532730	7533730	1000	1.0	0.241	nan	FAIL	False
LITCHI019970	HOST_Chr12	-	7532730	2000	7532730	7534730	2000	1.0	0.29	nan	FAIL	False
LITCHI019971	HOST_Chr12	+	7544076	1000	7543075	7544075	1000	1.0	0.274	nan	PASS	False
LITCHI019971	HOST_Chr12	+	7544076	2000	7542075	7544075	2000	1.0	0.27	nan	PASS	False
LITCHI019972	HOST_Chr12	-	7560769	1000	7560769	7561769	1000	1.0	0.205	30.894308573018407	PASS	False
LITCHI019972	HOST_Chr12	-	7560769	2000	7560769	7562769	2000	1.0	0.2065	30.894308573018407	PASS	False
LITCHI019973	HOST_Chr12	+	7618337	1000	7617336	7618336	1000	1.0	0.34	nan	FAIL	False
LITCHI019973	HOST_Chr12	+	7618337	2000	7616336	7618336	2000	1.0	0.338	nan	FAIL	False
LITCHI019974	HOST_Chr12	+	7620068	1000	7619067	7620067	1000	1.0	0.299	nan	FAIL	False
LITCHI019974	HOST_Chr12	+	7620068	2000	7618067	7620067	2000	1.0	0.345	nan	FAIL	False
LITCHI019975	HOST_Chr12	+	7628428	1000	7627427	7628427	1000	1.0	0.428	nan	PASS	False
LITCHI019975	HOST_Chr12	+	7628428	2000	7626427	7628427	2000	1.0	0.3655	nan	PASS	False
LITCHI019976	HOST_Chr12	-	7666828	1000	7666828	7667828	1000	1.0	0.327	246.18486247228964	FAIL	False
LITCHI019976	HOST_Chr12	-	7666828	2000	7666828	7668828	2000	1.0	0.332	246.18486247228964	FAIL	False
LITCHI019977	HOST_Chr12	-	7671313	1000	7671313	7672313	1000	1.0	0.361	287.2566387782506	PASS	False
LITCHI019977	HOST_Chr12	-	7671313	2000	7671313	7673313	2000	1.0	0.376	287.2566387782506	PASS	False
LITCHI019978	HOST_Chr12	-	7675536	1000	7675536	7676536	1000	1.0	0.389	27.523136097360513	FAIL	False
LITCHI019978	HOST_Chr12	-	7675536	2000	7675536	7677536	2000	1.0	0.383	27.523136097360513	FAIL	False
LITCHI019979	HOST_Chr12	-	7675834	1000	7675834	7676834	1000	1.0	0.367	nan	FAIL	False
LITCHI019979	HOST_Chr12	-	7675834	2000	7675834	7677834	2000	1.0	0.368	nan	FAIL	False
LITCHI019980	HOST_Chr12	-	7676132	1000	7676132	7677132	1000	1.0	0.343	nan	FAIL	False
LITCHI019980	HOST_Chr12	-	7676132	2000	7676132	7678132	2000	1.0	0.367	nan	FAIL	False
LITCHI019981	HOST_Chr12	+	7677951	1000	7676950	7677950	1000	1.0	0.366	nan	PASS	False
LITCHI019981	HOST_Chr12	+	7677951	2000	7675950	7677950	2000	1.0	0.367	nan	PASS	False
LITCHI019982	HOST_Chr12	-	7717005	1000	7717005	7718005	1000	1.0	0.339	nan	PASS	False
LITCHI019982	HOST_Chr12	-	7717005	2000	7717005	7719005	2000	1.0	0.3235	nan	PASS	False
LITCHI019983	HOST_Chr12	-	7740842	1000	7740842	7741842	1000	1.0	0.287	3.5125575479374653	PASS	False
LITCHI019983	HOST_Chr12	-	7740842	2000	7740842	7742842	2000	1.0	0.3175	3.5125575479374653	PASS	False
